date,akher gur (red sugar)_avg_retail_price,akher gur (red sugar)_avg_wholesale_price,bull (3 years)_avg_retail_price,bull (3 years)_avg_wholesale_price,bull (60 kg meat)_avg_retail_price,bull (60 kg meat)_avg_wholesale_price,chitta gur (red sugar)_avg_retail_price,chitta gur (red sugar)_avg_wholesale_price,cow (2 litre milk)_avg_retail_price,cow (2 litre milk)_avg_wholesale_price,date gur (red sugar)_avg_retail_price,date gur (red sugar)_avg_wholesale_price,firewood - log(doom)_avg_retail_price,firewood - log(doom)_avg_wholesale_price,firewood - mango_avg_retail_price,firewood - mango_avg_wholesale_price,firewood - shal_gozari_avg_retail_price,firewood - shal_gozari_avg_wholesale_price,firewood - shimul_avg_retail_price,firewood - shimul_avg_wholesale_price,firewood - tamarind_wood apple_avg_retail_price,firewood - tamarind_wood apple_avg_wholesale_price,garlic (local) - big size_avg_retail_price,garlic (local) - big size_avg_wholesale_price,goat (female - 6 kg meat)_avg_retail_price,goat (female - 6 kg meat)_avg_wholesale_price,goat (male - 6 kg meat)_avg_retail_price,goat (male - 6 kg meat)_avg_wholesale_price,gold (gini)_avg_retail_price,gold (gini)_avg_wholesale_price,gold-tejab_avg_retail_price,gold-tejab_avg_wholesale_price,goor_avg_retail_price,goor_avg_wholesale_price,gram-husk_avg_retail_price,gram-husk_avg_wholesale_price,iodized salt (loose) - ordinary_avg_retail_price,iodized salt (loose) - ordinary_avg_wholesale_price,iodized salt (packed)_avg_retail_price,iodized salt (packed)_avg_wholesale_price,kharh (paddy straw)_avg_retail_price,kharh (paddy straw)_avg_wholesale_price,khesari-husk_avg_retail_price,khesari-husk_avg_wholesale_price,masur-husk_avg_retail_price,masur-husk_avg_wholesale_price,paddy-husk_avg_retail_price,paddy-husk_avg_wholesale_price,ram (6 kg meat)_sheep_avg_retail_price,ram (6 kg meat)_sheep_avg_wholesale_price,silver_avg_retail_price,silver_avg_wholesale_price,sugar (imported)_avg_retail_price,sugar (imported)_avg_wholesale_price,sugar (local)_avg_retail_price,sugar (local)_avg_wholesale_price,sugar (o.m.s._t.c.b.)_avg_retail_price,sugar (o.m.s._t.c.b.)_avg_wholesale_price,wheat-husk_avg_retail_price,wheat-husk_avg_wholesale_price
2015-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-03,54.0,5000.0,,,,,,,95.0,,60.5,5400.0,,,5.5,460.0,,,,,,,,,,,,,29160.0,34000.0,,,,,31.0,,13.5,1388.0,21.5,2207.0,,,10.5,,,,8.0,650.0,,,558.0,650.0,44.5,4235.0,43.5,4144.0,44.0,,23.0,2100.0
2016-01-04,52.5,5100.0,,,,,,,95.0,,62.5,5400.0,,,5.5,450.0,,,,,,,,,,,,,29160.0,34000.0,,,,,,,14.5,1388.0,22.0,2175.0,,,,,,,,,,,558.0,650.0,44.5,4248.0,43.5,4161.0,44.0,4000.0,,
2016-01-05,53.0,5000.0,,,,,,,95.0,,62.5,7700.0,,,5.5,460.0,,,,,,,,,,,,,29160.0,34000.0,,,,,,,16.5,1448.0,21.5,2200.0,,,,,,,9.0,650.0,,,558.0,650.0,45.0,4298.0,44.5,4211.0,,,23.0,2100.0
2016-01-06,51.5,4760.0,,,,,,,95.0,,60.5,5400.0,,,5.5,450.0,,,,,,,,,,,,,29160.0,34000.0,,,,,,,15.5,1457.0,21.5,2245.0,,,,,,,,,,,558.0,650.0,44.5,4270.0,44.0,4179.0,,,24.5,2300.0
2016-01-07,55.0,4886.0,,,,,,,95.0,,74.0,8133.0,,,5.5,460.0,,,,,,,,,,,,,29160.0,34000.0,,,,,,,15.5,1457.0,21.5,2225.0,,,,,,,9.0,650.0,,,558.0,650.0,44.5,4269.0,44.5,4200.0,,,23.0,2100.0
2016-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-10,53.0,4733.0,,,,,,,95.0,,62.5,7200.0,,,5.5,460.0,,,,,,,,,,,,,29160.0,34000.0,,,,,,,16.5,1457.0,22.5,2238.0,,,,,,,9.0,650.0,,,558.0,650.0,44.5,4282.0,44.5,4196.0,,,23.0,2200.0
2016-01-11,52.5,4760.0,,,,,,,95.0,,62.5,5400.0,,,5.5,450.0,,,,,,,,,,,,,29160.0,34000.0,,,,,,,17.0,1507.0,22.0,2223.0,,,,,,,,,,,558.0,650.0,45.5,4330.0,44.5,4207.0,,,,
2016-01-12,53.5,4780.0,,,,,,,95.0,,62.5,7200.0,,,5.5,470.0,,,,,,,,,,,,,30017.0,35000.0,,,,,,,16.5,1528.0,22.0,2275.0,,,,,,,9.0,650.0,,,558.0,650.0,45.5,4362.0,45.0,4263.0,,,24.5,2250.0
2016-01-13,54.0,4733.0,,,,,,,95.0,,65.5,9000.0,,,5.5,460.0,,,,,,,,,,,,,30017.0,35000.0,,,,,,,17.5,1670.0,22.0,2240.0,,,,,,,9.0,650.0,,,558.0,650.0,45.5,4359.0,44.5,4245.0,,,24.5,2200.0
2016-01-14,54.0,4900.0,,,,,,,95.0,,64.5,7200.0,,,5.5,460.0,,,,,,,,,,,,,30017.0,35000.0,,,,,,,16.5,1525.0,22.0,2246.0,,,,,,,9.0,650.0,,,558.0,650.0,45.5,4364.0,44.5,4215.0,,,24.5,2250.0
2016-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,1540.0,,,,,,,,,,,,,,,,,45.5,4290.0,,,,
2016-01-17,52.0,4733.0,,,,,,,95.0,,62.5,6400.0,,,5.5,460.0,,,,,,,,,,,,,30017.0,35000.0,,,,,,,16.5,1525.0,22.5,2273.0,,,,,,,9.0,650.0,,,558.0,650.0,45.5,4357.0,44.5,4259.0,,,24.5,2250.0
2016-01-18,52.0,4760.0,,,,,,,95.0,,62.5,5100.0,,,5.5,600.0,,,,,,,,,,,,,30017.5,35000.0,,,,,22.5,,18.0,1768.0,22.0,2256.0,3.5,,22.5,,17.5,,9.0,,,,547.5,650.0,45.5,4378.0,44.5,4312.0,,,29.0,
2016-01-19,52.0,4733.0,,,,,,,95.0,,62.5,6400.0,,,5.5,535.0,,,,,,,,,,,,,30017.5,35000.0,,,,,22.5,,17.5,1560.0,22.0,2300.0,3.5,,22.5,,17.5,,9.0,650.0,,,547.5,650.0,45.5,4391.0,44.5,4307.0,,,27.0,2200.0
2016-01-20,52.0,4760.0,,32000.0,,22000.0,,,95.0,35000.0,62.5,5000.0,,,6.0,525.0,,,,,,,,,,2700.0,,3000.0,30017.5,35500.0,,,,,22.5,2020.0,17.5,1595.0,22.0,2270.0,3.5,,22.5,2020.0,17.5,1620.0,9.0,900.0,,2700.0,547.5,650.0,46.5,4494.0,45.5,4369.0,,,29.0,2770.0
2016-01-21,53.0,4840.0,,32000.0,,22000.0,,,95.0,35000.0,67.5,7200.0,,,5.5,507.0,,,,,,,,,,2700.0,,3000.0,30017.5,35500.0,,,,,22.5,2020.0,17.0,1595.0,22.0,2270.0,3.5,,22.5,2020.0,17.5,1620.0,9.0,775.0,,2700.0,547.5,650.0,46.5,4486.0,45.5,4369.0,,,27.0,2485.0
2016-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-24,52.0,4840.0,,32000.0,,22000.0,,,95.0,35000.0,64.5,7200.0,,,5.5,507.0,,,,,,,,,,2700.0,,3000.0,30017.5,35500.0,,,,,22.5,2020.0,17.0,1595.0,22.0,2280.0,3.5,,22.5,2020.0,17.5,1620.0,9.0,775.0,,2700.0,547.5,650.0,47.0,4488.0,45.5,4383.0,,,26.0,2423.0
2016-01-25,51.5,4800.0,,32000.0,,22000.0,,,95.0,35000.0,57.5,6333.0,,,6.0,535.0,,,,,,,,,,2700.0,,3000.0,30017.5,35500.0,,,,,22.5,2020.0,16.5,1595.0,22.5,2310.0,3.5,,22.5,2020.0,17.5,1620.0,9.0,775.0,,2700.0,547.5,650.0,47.0,4510.0,46.5,4414.0,,,26.0,2423.0
2016-01-26,53.5,4900.0,,32000.0,,22000.0,,,95.0,35000.0,67.5,5400.0,,,6.0,525.0,,,,,,,,,,2700.0,,3000.0,30017.5,35500.0,,,,,22.5,2020.0,17.5,1575.0,22.0,2278.0,3.5,,22.5,2020.0,17.5,1620.0,9.0,900.0,,2700.0,547.5,650.0,47.5,4486.0,46.5,4451.0,,,29.0,2770.0
2016-01-27,51.5,4560.0,,32000.0,,22000.0,,,95.0,35000.0,65.0,6667.0,,,5.5,507.0,,,,,,,,,,2700.0,,3000.0,35011.5,35500.0,,,,,21.0,1910.0,17.5,1600.0,22.5,2342.0,3.5,,27.5,2510.0,17.5,1660.0,10.0,850.0,,2700.0,665.0,650.0,47.5,4538.0,46.5,4441.0,,,26.0,2457.0
2016-01-28,52.0,4717.0,,32000.0,,22000.0,,,95.0,35000.0,65.0,6667.0,,,5.5,507.0,,,,,,,,,,2700.0,,3000.0,30017.5,35500.0,,,,,22.5,2020.0,17.5,1600.0,22.5,2340.0,3.5,,22.5,2020.0,17.5,1620.0,9.0,775.0,,2700.0,547.5,650.0,47.0,4548.0,46.5,4459.0,,,27.0,2485.0
2016-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,4450.0,,,,,,
2016-01-31,53.0,4800.0,,32000.0,,22000.0,,,95.0,35000.0,74.0,7750.0,,,5.5,507.0,,,,,,,,,,2700.0,,3000.0,30017.5,35500.0,,,,,22.5,2020.0,17.5,1640.0,23.0,2380.0,3.5,,22.5,2020.0,17.5,1620.0,9.0,775.0,,2700.0,547.5,650.0,47.0,4541.0,334.0,4487.0,,,26.0,2407.0
2016-02-01,53.0,4625.0,,,,,,,95.0,,72.5,9000.0,,,5.5,460.0,,,,,,,,,,,,,30017.0,35000.0,,,,,,,17.5,1675.0,23.0,2423.0,,,,,,,9.0,650.0,,,558.0,650.0,47.5,4514.0,438.5,4498.0,,,24.5,2225.0
2016-02-02,53.5,4850.0,,32000.0,,22000.0,,,,35000.0,74.0,6500.0,,,6.0,525.0,,,,,,,,,,2700.0,,3000.0,30017.5,35500.0,,,,,22.5,2020.0,18.5,1652.0,23.0,2368.0,3.5,,22.5,2020.0,17.5,1620.0,9.0,900.0,,2700.0,547.5,650.0,47.0,4507.0,46.5,4477.0,,,29.0,2770.0
2016-02-03,53.5,4800.0,,32000.0,,22000.0,,,,35000.0,71.5,6500.0,,,6.0,525.0,,,,,,,,,,2700.0,,3000.0,30017.5,35500.0,,,,,22.5,2020.0,17.5,1646.0,23.0,2389.0,3.5,,22.5,2020.0,17.5,1620.0,9.0,900.0,,2700.0,547.5,650.0,47.5,4485.0,408.0,4453.0,,,27.0,2485.0
2016-02-04,53.0,4714.0,,32000.0,,22000.0,,,,35000.0,68.5,7100.0,,,5.5,507.0,,,,,,,,,,2700.0,,3000.0,30017.5,35500.0,,,,,22.5,2020.0,18.5,1658.0,23.0,2389.0,3.5,,22.5,2020.0,17.5,1620.0,9.0,775.0,,2700.0,547.5,650.0,47.5,4504.0,46.5,4452.0,,,27.0,2485.0
2016-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,1600.0,,,,,,,,,,,,,,,,,46.0,4340.0,,,,
2016-02-07,53.0,4767.0,,32000.0,,22000.0,,,,35000.0,71.5,7750.0,,,5.5,507.0,,,,,,,,,,2700.0,,3000.0,30017.5,35500.0,,,,,22.5,2020.0,17.5,1608.0,23.0,2389.0,3.5,,22.5,2020.0,17.5,1620.0,9.0,775.0,,2700.0,547.5,650.0,47.5,4493.0,340.5,4444.0,,,26.0,2390.0
2016-02-08,54.0,4880.0,,32000.0,,22000.0,,,,35000.0,66.5,7750.0,,,6.0,535.0,,,,,,,,,,2700.0,,3000.0,30017.5,35500.0,,,,,22.5,2020.0,17.5,1608.0,23.5,2400.0,3.5,,22.5,2020.0,17.5,1620.0,9.0,775.0,,2700.0,547.5,650.0,47.5,4497.0,359.5,4439.0,,,26.0,2390.0
2016-02-09,52.5,4733.0,,32000.0,,22000.0,,,,35000.0,68.5,5850.0,,,6.0,525.0,,,,,,,,,,2700.0,,3000.0,30017.5,35500.0,,,,,22.5,2020.0,17.5,1582.0,23.5,2453.0,3.5,,22.5,2020.0,17.5,1620.0,9.0,900.0,,2700.0,547.5,650.0,47.0,4483.0,45.5,4422.0,,,29.0,2770.0
2016-02-10,54.5,4950.0,31000.0,32000.0,21500.0,22000.0,,,34500.0,35000.0,75.0,6500.0,,,6.5,600.0,,,,,,,,,2650.0,2700.0,2900.0,3000.0,30875.0,36500.0,,,,,22.5,2020.0,17.5,1582.0,24.0,2433.0,3.5,,22.5,2020.0,17.5,1620.0,9.0,900.0,2650.0,2700.0,547.5,650.0,47.0,4459.0,45.5,4407.0,,,29.0,2770.0
2016-02-11,54.0,4880.0,31000.0,32000.0,21500.0,22000.0,,,34500.0,35000.0,75.0,7750.0,,,6.0,535.0,,,,,,,,,2650.0,2700.0,2900.0,3000.0,30875.0,36500.0,,,,,22.5,2020.0,17.5,1553.0,24.0,2363.0,3.5,,22.5,2020.0,17.5,1620.0,9.0,775.0,2650.0,2700.0,547.5,650.0,46.5,4463.0,516.5,4418.0,,,27.0,2485.0
2016-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-14,53.0,4767.0,31000.0,32000.0,21500.0,22000.0,,,34500.0,35000.0,71.5,7750.0,,,5.5,507.0,,,,,,,,,2650.0,2700.0,2900.0,3000.0,31304.0,37000.0,,,,,22.5,2020.0,17.5,1565.0,24.0,2438.0,3.5,,22.5,2020.0,17.5,1620.0,9.0,775.0,2650.0,2700.0,547.5,650.0,47.0,4477.0,46.5,4444.0,,,27.0,2485.0
2016-02-15,51.0,4540.0,,,,,,,,,64.0,7200.0,,,5.5,460.0,,,,,,,,,,,,,30875.0,36000.0,,,,,,,17.5,1567.0,23.5,2520.0,,,,,,,9.0,650.0,,,558.0,650.0,47.0,4462.0,438.0,4437.0,,,24.5,2200.0
2016-02-16,52.0,4686.0,31000.0,32000.0,21500.0,22000.0,,,34500.0,35000.0,67.5,6967.0,,,5.5,507.0,,,,,,,,,2650.0,2700.0,2900.0,3000.0,31304.0,37000.0,,,,,22.5,2020.0,17.5,1552.0,24.0,2453.0,3.5,,22.5,2020.0,17.5,1620.0,9.0,775.0,2650.0,2700.0,547.5,650.0,46.5,4471.0,322.5,4433.0,,,27.0,2485.0
2016-02-17,52.0,4720.0,,,,,,,,,62.5,5200.0,,,5.5,450.0,,,,,,,,,,,,,30875.0,36000.0,,,,,,,17.5,1513.0,23.5,2453.0,,,,,,,,,,,558.0,650.0,47.0,4446.0,46.5,4408.0,,,,
2016-02-18,52.0,4686.0,31000.0,32000.0,21500.0,22000.0,,,34500.0,35000.0,66.5,6900.0,,,5.5,507.0,,,,,,,,,2650.0,2700.0,2900.0,3000.0,31304.0,37000.0,,,,,22.5,2020.0,16.5,1454.0,24.0,2453.0,3.5,,22.5,2020.0,17.5,1620.0,9.0,775.0,2650.0,2700.0,547.5,650.0,46.5,4459.0,46.0,4416.0,,,27.0,2485.0
2016-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
