date,black cumin (seed)(kalozira)_avg_retail_price,black cumin (seed)(kalozira)_avg_wholesale_price,black pepper(golmorich)_avg_retail_price,black pepper(golmorich)_avg_wholesale_price,cardamom - big_avg_retail_price,cardamom - big_avg_wholesale_price,cardamom - small_avg_retail_price,cardamom - small_avg_wholesale_price,cinnamon(daruchini)_avg_retail_price,cinnamon(daruchini)_avg_wholesale_price,clove(lobonga)_avg_retail_price,clove(lobonga)_avg_wholesale_price,coriander seed (new)_avg_retail_price,coriander seed (new)_avg_wholesale_price,coriander seed (old)_avg_retail_price,coriander seed (old)_avg_wholesale_price,cumin (seed)_avg_retail_price,cumin (seed)_avg_wholesale_price,dried chili (barisal_raypur_chandpur) - ordinary_avg_retail_price,dried chili (barisal_raypur_chandpur) - ordinary_avg_wholesale_price,dried chili (barisal_raypur_chandpur) - superior_avg_retail_price,dried chili (barisal_raypur_chandpur) - superior_avg_wholesale_price,dried chili (battakandi) - ordinary_avg_retail_price,dried chili (battakandi) - ordinary_avg_wholesale_price,dried chili (battakandi) - superior_avg_retail_price,dried chili (battakandi) - superior_avg_wholesale_price,dried chili (bogra_rangpur) - ordinary_avg_retail_price,dried chili (bogra_rangpur) - ordinary_avg_wholesale_price,dried chili (bogra_rangpur) - superior_avg_retail_price,dried chili (bogra_rangpur) - superior_avg_wholesale_price,dried chili (chittagong) - ordinary_avg_retail_price,dried chili (chittagong) - ordinary_avg_wholesale_price,dried chili (chittagong) - superior_avg_retail_price,dried chili (chittagong) - superior_avg_wholesale_price,dried chili (imported) - ordinary_avg_retail_price,dried chili (imported) - ordinary_avg_wholesale_price,dried chili (local) - ordinary_avg_retail_price,dried chili (local) - ordinary_avg_wholesale_price,dried chili (local) - superior_avg_retail_price,dried chili (local) - superior_avg_wholesale_price,dry chilli_avg_retail_price,dry chilli_avg_wholesale_price,fennel_aniseed_avg_retail_price,fennel_aniseed_avg_wholesale_price,fenugreek(methi)_avg_retail_price,fenugreek(methi)_avg_wholesale_price,garlic (imported)_avg_retail_price,garlic (imported)_avg_wholesale_price,garlic (local) - big size_avg_retail_price,garlic (local) - big size_avg_wholesale_price,garlic - one piece_avg_retail_price,garlic - one piece_avg_wholesale_price,ginger (imported)_avg_retail_price,ginger (imported)_avg_wholesale_price,ginger (local) - new_avg_retail_price,ginger (local) - new_avg_wholesale_price,ginger (local) - old_avg_retail_price,ginger (local) - old_avg_wholesale_price,green chili (local)_avg_retail_price,green chili (local)_avg_wholesale_price,green chili_avg_retail_price,green chili_avg_wholesale_price,khoayr (catechu) - ordinary_avg_retail_price,khoayr (catechu) - ordinary_avg_wholesale_price,khoayr (catechu) - superior quality_avg_retail_price,khoayr (catechu) - superior quality_avg_wholesale_price,onion (local)_avg_retail_price,onion (local)_avg_wholesale_price,onion (new)_avg_retail_price,onion (new)_avg_wholesale_price,onion-imported_avg_retail_price,onion-imported_avg_wholesale_price,turmeric (imported)_avg_retail_price,turmeric (imported)_avg_wholesale_price,turmeric (local) - long (ordinary)_avg_retail_price,turmeric (local) - long (ordinary)_avg_wholesale_price,turmeric (local) - long (superior)_avg_retail_price,turmeric (local) - long (superior)_avg_wholesale_price,turmeric (local) - round (ordinary)_avg_retail_price,turmeric (local) - round (ordinary)_avg_wholesale_price,turmeric (local) - round (superior)_avg_retail_price,turmeric (local) - round (superior)_avg_wholesale_price,zain_avg_retail_price,zain_avg_wholesale_price
2014-04-24,2.0,128.0,10.5,865.0,21.5,1950.0,15.0,1192.0,3.0,213.0,15.0,1431.0,,8250.0,96.5,10133.0,3.5,330.0,145.5,14000.0,157.0,14638.0,165.0,15680.0,,16000.0,168.5,14786.0,179.0,17680.0,168.0,15750.0,211.5,22000.0,160.0,15055.0,960.0,15038.0,146.5,15250.0,,,2.0,140.0,1.5,95.0,74.5,6769.0,56.5,4967.0,75.0,,186.5,17237.0,1255.0,17520.0,175.0,16346.0,38.5,2937.0,,,,,,,24.5,2164.0,,,20.5,1806.0,112.5,9340.0,649.0,7660.0,642.5,8394.0,90.5,7100.0,81.5,9000.0,2.5,180.0
2014-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-27,2.0,145.0,10.5,974.0,24.5,2400.0,15.0,1263.0,2.5,224.0,15.5,1450.0,,8250.0,73.5,5400.0,3.0,347.0,144.5,13371.0,170.5,15233.0,175.0,16475.0,,16000.0,165.5,15188.0,176.5,17680.0,168.0,15750.0,211.5,22000.0,168.0,15675.0,168.5,15923.0,164.0,15250.0,,,2.0,,1.5,130.0,75.5,6827.0,57.5,4964.0,75.0,,193.5,17448.0,187.5,17253.0,183.0,16913.0,38.0,2964.0,,,,,,,26.5,2400.0,,,23.0,2008.0,110.5,10533.0,87.0,7541.0,97.0,8494.0,102.0,7400.0,84.5,9750.0,2.5,
2014-04-28,2.0,122.0,10.5,927.0,21.5,1950.0,15.0,1164.0,3.0,219.0,15.0,1431.0,,8250.0,96.5,10133.0,3.5,336.0,144.5,13575.0,170.5,14888.0,165.0,15680.0,,16000.0,165.0,14813.0,176.5,17680.0,168.0,15750.0,212.5,20000.0,163.5,15217.0,166.0,15900.0,159.0,15000.0,,,2.0,140.0,1.5,94.0,75.5,6761.0,58.0,5047.0,64.0,4450.0,190.5,17425.0,187.0,17425.0,185.0,16533.0,38.5,2993.0,,,,,,,28.0,2521.0,,,23.0,2103.0,112.5,9340.0,87.5,7565.0,98.0,8524.0,90.5,7100.0,83.5,8833.0,2.5,180.0
2014-04-29,2.0,130.0,10.5,994.0,21.5,2400.0,15.0,1240.0,3.0,225.0,15.0,1460.0,,8250.0,102.5,8700.0,3.5,352.0,148.0,13871.0,170.5,15233.0,165.0,16475.0,,16000.0,165.0,15167.0,176.5,17680.0,168.0,15750.0,191.5,18000.0,165.0,15840.0,168.0,15700.0,159.0,15000.0,,,2.0,140.0,1.5,110.0,75.5,6744.0,59.0,5128.0,64.0,4450.0,196.0,17859.0,193.0,17519.0,187.0,16747.0,38.5,2985.0,,,,,,,28.0,2558.0,,,23.5,2117.0,112.5,10533.0,88.5,7547.0,98.5,8726.0,90.5,7100.0,83.5,8833.0,2.5,180.0
2014-04-30,4.0,146.0,52.5,985.0,30.0,1818.0,22.0,1342.0,8.5,444.0,19.5,1446.0,107.5,8850.0,87.5,8173.0,5.5,357.0,152.0,14278.0,184.5,15310.0,168.5,16380.0,190.0,16750.0,166.5,15667.0,176.0,16988.0,157.0,14033.0,202.5,18000.0,162.0,15582.0,166.5,15395.0,164.0,15625.0,,,3.0,153.0,2.5,96.0,75.5,6744.0,59.0,5166.0,64.0,4500.0,198.0,18091.0,195.0,17615.0,191.0,17135.0,39.0,3016.0,,,4.0,360.0,5.0,468.0,28.5,2661.0,,,24.0,2633.0,108.5,9200.0,86.5,10700.0,98.0,8867.0,81.5,7443.0,84.0,8583.0,4.0,155.0
2014-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-04,2.0,127.0,10.5,874.0,21.5,1983.0,15.0,1275.0,3.0,230.0,15.0,1378.0,97.5,8250.0,100.5,9850.0,3.5,337.0,146.5,13750.0,157.5,14513.0,163.5,15780.0,,15500.0,162.0,14429.0,175.5,17680.0,168.0,15750.0,186.5,17500.0,162.0,15627.0,169.5,15786.0,162.0,15200.0,,,2.0,140.0,1.5,94.0,74.0,6600.0,60.0,5243.0,69.0,4450.0,201.0,18483.0,197.0,17988.0,188.5,16875.0,37.5,2823.0,,,2.0,,,,28.5,2665.0,,,24.0,2145.0,112.0,9440.0,91.5,7933.0,102.5,8900.0,98.5,8100.0,99.5,10000.0,2.0,180.0
2014-05-05,2.0,135.0,11.5,958.0,25.5,2400.0,16.0,1258.0,3.0,243.0,15.5,1417.0,97.5,8300.0,95.5,9300.0,3.0,353.0,148.0,13400.0,171.0,15233.0,175.0,16725.0,,15500.0,159.5,13833.0,170.0,16850.0,164.0,14000.0,186.5,17500.0,164.5,15718.0,165.0,15385.0,162.0,15200.0,,,2.0,140.0,1.0,110.0,74.0,6563.0,59.0,5227.0,69.0,4450.0,203.0,18788.0,199.0,18129.0,184.5,16750.0,39.0,2977.0,,,2.0,,,,28.5,2660.0,,,24.0,2149.0,114.5,10533.0,93.0,7894.0,104.0,9095.0,100.0,8200.0,101.5,10167.0,2.0,180.0
2014-05-06,2.0,122.0,10.5,934.0,21.0,1983.0,15.0,1208.0,3.0,219.0,15.0,1410.0,97.5,8300.0,102.5,9850.0,3.5,337.0,148.0,13860.0,171.0,15233.0,163.5,15780.0,,15500.0,162.0,14429.0,175.5,18000.0,168.0,15750.0,182.5,17500.0,162.0,15575.0,168.5,15643.0,162.0,15200.0,,,2.0,140.0,1.5,94.0,75.5,6712.0,61.0,5338.0,69.0,5250.0,200.5,18037.0,198.0,18300.0,188.5,17176.0,38.5,2975.0,,,2.0,,,,28.5,2666.0,,,24.0,2149.0,112.0,9440.0,91.0,8024.0,103.5,8971.0,96.5,8533.0,106.0,10167.0,2.0,180.0
2014-05-07,3.0,145.0,52.0,1006.0,23.5,1728.0,16.5,1308.0,7.5,440.0,19.0,1472.0,113.5,9071.0,90.0,9033.0,4.5,353.0,152.0,14282.0,179.5,15191.0,167.0,15817.0,190.0,16750.0,164.0,15231.0,176.5,16767.0,167.5,15750.0,193.5,17500.0,167.0,15389.0,166.5,15444.0,164.0,15625.0,,,3.0,153.0,2.0,99.0,73.5,6614.0,61.0,5328.0,67.5,4500.0,197.5,18366.0,197.5,17911.0,183.5,16850.0,39.0,3009.0,,,4.0,327.0,5.5,468.0,29.0,2699.0,,,24.0,2144.0,114.5,9440.0,88.0,10728.0,100.5,9229.0,98.0,8086.0,107.0,9200.0,3.0,159.0
2014-05-08,2.0,137.0,10.0,868.0,22.5,2250.0,14.5,1163.0,4.0,204.0,12.0,1414.0,106.5,8300.0,90.5,9300.0,3.5,321.0,144.5,13750.0,166.0,14929.0,175.0,16725.0,,15500.0,165.0,15157.0,179.5,17233.0,167.5,15750.0,182.5,,169.5,15744.0,167.5,15667.0,154.0,15200.0,,,3.0,140.0,2.0,103.0,73.5,6627.0,61.5,5378.0,69.0,4500.0,197.0,18250.0,201.0,18967.0,179.5,16393.0,39.0,2946.0,,,,,4.0,,29.0,2671.0,,,24.0,2114.0,117.5,8900.0,90.5,8040.0,101.5,8971.0,96.5,8433.0,103.0,10000.0,3.0,180.0
2014-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-11,2.0,128.0,9.5,907.0,20.5,1843.0,14.5,1130.0,3.0,211.0,14.5,1378.0,97.5,8300.0,119.5,9600.0,4.0,330.0,147.0,13638.0,180.5,15938.0,162.5,15780.0,,15500.0,164.0,15063.0,176.5,17233.0,167.5,15750.0,182.5,,169.0,15158.0,170.0,15679.0,162.0,15500.0,,,2.0,140.0,2.0,95.0,75.5,6756.0,61.5,5396.0,69.0,4500.0,198.0,18117.0,201.5,18844.0,183.0,16429.0,42.5,3326.0,,,,,,,29.5,2710.0,,,24.0,2172.0,114.0,9275.0,89.5,8094.0,103.5,8912.0,95.5,8267.0,104.0,9833.0,2.5,180.0
2014-05-12,2.0,137.0,9.5,934.0,20.5,2250.0,14.5,1130.0,3.0,213.0,14.5,1414.0,97.5,8300.0,119.5,11000.0,4.0,327.0,147.0,13638.0,180.5,15929.0,162.5,16725.0,,15500.0,159.0,14000.0,171.5,16480.0,167.5,15750.0,182.5,,163.0,15213.0,168.0,15500.0,162.0,15500.0,,,2.0,140.0,2.0,103.0,76.5,6836.0,61.5,5450.0,69.0,4500.0,197.0,17676.0,195.0,18545.0,183.0,16333.0,45.0,3504.0,,,,,,,29.0,2733.0,,,24.0,2156.0,114.0,8900.0,90.0,8138.0,104.5,9060.0,97.0,8567.0,106.0,10167.0,2.5,180.0
2014-05-13,,,,,,,,,,,,,,,,,,,,,,,182.5,17500.0,,,,,,,,,,,,,,,,,,,,,,,71.0,6900.0,61.0,5900.0,,,,,197.5,19000.0,,,41.0,3700.0,,,,,,,31.0,2900.0,,,21.0,1850.0,,,,,,,,,,,,
2014-05-14,2.5,150.0,56.5,974.0,23.5,1722.0,17.0,1306.0,8.0,449.0,19.0,1461.0,116.5,9643.0,99.5,9636.0,4.5,350.0,153.0,14075.0,190.5,15688.0,169.0,15867.0,190.0,16750.0,166.0,15400.0,176.0,16500.0,167.5,15750.0,175.0,,168.0,15589.0,168.0,15471.0,156.5,15857.0,,,3.0,153.0,2.0,96.0,76.5,6885.0,62.5,5498.0,67.5,4500.0,195.0,17985.0,203.0,18083.0,190.0,17339.0,46.5,3972.0,,,3.5,293.0,5.0,468.0,29.5,2788.0,,,24.0,2182.0,116.5,9325.0,88.0,11059.0,102.0,9281.0,96.0,8167.0,102.5,9500.0,3.0,160.0
2014-05-15,2.0,128.0,9.5,934.0,20.5,1983.0,14.5,1208.0,3.0,219.0,14.5,1410.0,97.5,8300.0,123.0,11700.0,4.0,332.0,147.0,13443.0,180.5,15643.0,159.5,15425.0,,15500.0,163.5,14617.0,171.0,16100.0,167.5,15750.0,175.0,,168.5,15208.0,173.5,16208.0,151.0,15500.0,,,2.0,140.0,2.0,95.0,76.5,6961.0,62.5,5514.0,69.0,4500.0,192.0,17660.0,203.0,18767.0,189.0,16975.0,46.5,3895.0,,,,,,,29.5,2790.0,,,24.0,2186.0,116.5,9325.0,92.5,8231.0,105.0,9232.0,102.0,9700.0,112.5,10667.0,2.5,180.0
2014-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.0,19000.0,,,,,,,,,75.0,7000.0,65.0,6000.0,,,,,,,210.0,21000.0,39.0,3600.0,,,,,,,31.0,3000.0,,,23.0,2200.0,,,95.0,9000.0,,,,,,,,
2014-05-18,2.0,128.0,9.5,934.0,20.5,1983.0,14.5,1208.0,3.0,219.0,14.5,1410.0,97.5,8300.0,123.0,11700.0,4.0,333.0,151.5,14011.0,180.5,15500.0,163.5,15880.0,,15500.0,159.5,14057.0,167.5,16100.0,167.5,15750.0,175.0,,168.0,15208.0,169.5,15808.0,162.0,15200.0,,,2.0,140.0,2.0,95.0,78.0,7048.0,64.5,5622.0,66.0,5250.0,201.5,18750.0,205.0,19154.0,191.5,17319.0,46.5,3897.0,,,,,,,30.5,2829.0,,,25.0,2321.0,115.0,9300.0,94.5,8519.0,107.5,9505.0,102.0,9067.0,112.5,10667.0,2.5,180.0
2014-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-20,2.0,128.0,9.5,934.0,20.5,1983.0,14.5,1208.0,3.0,219.0,14.5,1410.0,97.5,8300.0,123.0,11700.0,4.0,334.0,153.5,14138.0,180.5,15500.0,163.5,15880.0,,15500.0,158.5,14550.0,172.5,16917.0,167.5,15750.0,175.0,,168.5,15054.0,171.0,15708.0,151.0,15500.0,,,2.0,140.0,2.0,95.0,79.0,7178.0,63.5,5620.0,66.0,5250.0,200.0,18628.0,210.0,19514.0,186.5,16993.0,46.0,3689.0,,,,,,,30.5,2862.0,,,26.0,2393.0,115.0,9500.0,96.0,8587.0,109.5,9422.0,102.0,9067.0,112.5,10667.0,2.5,180.0
2014-05-21,3.0,149.0,56.5,969.0,23.5,1732.0,17.0,1310.0,7.0,441.0,20.0,1478.0,117.0,8475.0,100.5,9517.0,4.5,347.0,158.5,14678.0,191.5,15556.0,168.5,15867.0,190.0,16750.0,164.5,14800.0,173.0,16589.0,167.5,15750.0,175.0,,168.0,15189.0,170.5,15750.0,159.5,15857.0,,,3.0,152.0,2.0,98.0,78.5,7234.0,64.5,5681.0,65.5,5250.0,201.0,18712.0,208.0,18663.0,192.5,17580.0,46.0,3694.0,,,3.5,293.0,5.5,430.0,30.5,2885.0,,,27.0,2445.0,123.5,9675.0,92.5,11504.0,106.0,9475.0,96.0,8600.0,104.5,9500.0,3.0,163.0
2014-05-22,2.0,128.0,10.5,934.0,21.0,1983.0,15.0,1217.0,3.0,219.0,15.0,1410.0,97.5,8300.0,124.0,11850.0,3.5,334.0,154.5,14200.0,182.0,15571.0,164.5,15840.0,,15500.0,159.5,13700.0,166.0,16100.0,167.5,15750.0,175.0,,168.5,14969.0,172.5,16000.0,155.0,15500.0,,,2.0,140.0,2.0,95.0,78.0,7205.0,64.0,5691.0,66.0,5250.0,200.0,18354.0,210.5,19392.0,188.0,17147.0,46.0,3672.0,,,,,,,30.5,2883.0,,,26.0,2435.0,123.5,9675.0,98.0,8913.0,111.0,9533.0,102.0,9800.0,112.5,10667.0,2.0,180.0
2014-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-24,,,,,,,,,,,,,,,145.0,,,,,,,,175.0,16400.0,,,,,,,,,,,,,145.0,14500.0,,,,,,,,,87.5,7600.0,58.0,5000.0,,,175.0,16000.0,,,155.0,13000.0,37.5,3200.0,,,,,,,23.0,2100.0,,,31.0,2700.0,,,72.5,8000.0,,,112.5,,,11000.0,,
2014-05-25,2.0,128.0,10.5,934.0,21.0,1983.0,15.0,1217.0,3.0,219.0,15.0,1410.0,97.5,8300.0,123.0,11725.0,3.5,334.0,147.5,13657.0,170.0,14950.0,166.5,15920.0,,15500.0,159.5,13629.0,167.0,16100.0,167.5,15750.0,179.0,17500.0,168.0,14931.0,173.0,15964.0,165.0,15750.0,,,2.0,140.0,2.0,95.0,79.5,7245.0,64.5,5720.0,52.5,4500.0,199.0,18468.0,205.5,18836.0,191.0,17600.0,43.5,3480.0,,,,,,,31.0,2905.0,,,27.0,2465.0,121.5,10080.0,99.5,9088.0,111.5,9658.0,102.0,9867.0,114.0,10833.0,2.0,180.0
2014-05-26,2.0,128.0,10.5,890.0,21.0,1983.0,15.0,1260.0,3.0,213.0,15.0,1410.0,97.5,8300.0,123.0,11725.0,3.5,331.0,152.5,14286.0,156.5,13767.0,166.5,15920.0,,15500.0,159.5,13700.0,163.0,16100.0,167.5,15750.0,179.0,17500.0,162.5,14592.0,169.0,15964.0,165.0,15750.0,,,2.0,140.0,2.0,95.0,78.5,7289.0,65.5,5789.0,59.0,5500.0,197.0,18183.0,207.0,18757.0,191.0,17913.0,43.0,3443.0,,,,,,,31.0,2904.0,,,27.0,2451.0,121.5,10080.0,99.5,9088.0,112.5,9867.0,102.0,9867.0,114.0,10833.0,2.0,180.0
2014-05-27,2.0,137.0,10.5,962.0,23.5,2300.0,15.0,1217.0,3.0,221.0,15.5,1445.0,97.5,8300.0,121.5,11500.0,3.5,332.0,153.0,14200.0,170.0,14950.0,175.0,16725.0,,15500.0,161.5,14711.0,172.5,16917.0,167.5,15750.0,179.0,17500.0,171.5,15217.0,172.5,15958.0,155.0,15750.0,,,2.0,140.0,2.0,103.0,79.5,7327.0,65.5,5789.0,59.0,5500.0,199.0,18396.0,205.0,18721.0,191.0,17511.0,41.5,3341.0,,,,,,,31.5,2924.0,,,27.0,2415.0,119.5,9600.0,99.5,9213.0,112.5,9811.0,102.0,9900.0,114.0,10833.0,2.0,180.0
2014-05-28,3.0,150.0,59.5,979.0,23.5,1683.0,17.5,1307.0,7.0,456.0,19.5,1476.0,117.0,9743.0,104.5,9709.0,4.5,351.0,157.5,14622.0,181.0,14844.0,169.0,15867.0,190.0,16750.0,168.5,15533.0,174.0,16029.0,167.5,15750.0,194.0,17500.0,167.0,14963.0,170.0,15688.0,159.5,16000.0,,,3.0,151.0,2.0,96.0,79.0,7197.0,65.5,5850.0,61.0,5500.0,200.0,18615.0,196.5,18118.0,191.0,17484.0,41.5,3316.0,,,3.0,293.0,5.0,468.0,30.5,2904.0,,,26.5,2415.0,126.5,10460.0,95.0,11988.0,109.0,9852.0,96.0,9333.0,103.5,10167.0,3.0,162.0
2014-05-29,2.0,128.0,10.5,926.0,21.0,1983.0,14.5,1183.0,3.0,221.0,15.0,1410.0,97.5,8300.0,124.0,11750.0,3.5,345.0,148.0,13586.0,170.0,14700.0,165.5,15840.0,,15500.0,163.0,14488.0,166.0,16100.0,167.5,15750.0,179.0,17500.0,166.0,14600.0,170.5,15958.0,155.0,15750.0,,,2.0,140.0,2.0,95.0,79.5,7250.0,65.5,5829.0,57.5,5000.0,199.0,18700.0,208.0,19000.0,187.5,17659.0,41.0,3221.0,,,,,,,31.5,2915.0,,,27.0,2407.0,126.5,10460.0,101.0,9306.0,114.0,9763.0,101.5,10867.0,114.0,10833.0,2.0,180.0
2014-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-02,2.0,120.0,10.5,886.0,21.0,1983.0,14.5,1263.0,3.0,212.0,15.0,1403.0,97.5,8300.0,118.5,12333.0,3.5,315.0,151.0,14117.0,156.5,13943.0,165.5,15640.0,,15500.0,163.0,14488.0,166.0,16100.0,150.0,14000.0,179.0,17500.0,169.5,14600.0,164.0,15455.0,155.0,15750.0,,,2.0,140.0,2.0,78.0,78.0,7156.0,67.0,5848.0,57.5,5000.0,202.0,18985.0,203.0,19643.0,196.5,17393.0,47.0,3152.0,,,,,,,31.0,2915.0,,,26.0,2332.0,125.5,10460.0,105.5,9443.0,115.5,9894.0,104.0,10867.0,114.0,10833.0,2.0,180.0
2014-06-03,2.0,120.0,10.5,886.0,21.0,1983.0,14.5,1263.0,3.0,212.0,15.0,1403.0,97.5,8300.0,118.5,12333.0,3.5,315.0,159.5,13886.0,156.0,13943.0,165.5,15640.0,,15500.0,163.0,14488.0,166.0,16100.0,164.0,15750.0,179.0,17500.0,171.5,14567.0,163.5,15417.0,165.0,15750.0,,,2.0,140.0,2.0,78.0,78.5,7173.0,67.5,5961.0,59.0,5500.0,204.0,19020.0,204.5,19200.0,195.0,17200.0,39.0,3070.0,,,,,,,31.5,2919.0,,,25.0,2334.0,125.5,10460.0,106.5,9547.0,119.0,10058.0,104.0,10867.0,114.0,10833.0,2.0,180.0
2014-06-04,2.5,148.0,13.5,1002.0,25.0,1796.0,17.5,1311.0,4.5,246.0,20.0,1493.0,113.5,10414.0,106.5,9150.0,4.5,355.0,157.5,14150.0,163.5,14522.0,174.0,16400.0,190.0,16500.0,168.0,15314.0,169.0,13463.0,167.5,15500.0,179.0,17500.0,171.0,15229.0,167.0,15733.0,165.5,14096.0,,,3.0,155.0,2.0,104.0,78.5,7081.0,67.5,6027.0,61.5,5500.0,199.0,18465.0,202.5,18543.0,193.0,17661.0,39.0,3334.0,,,3.5,305.0,5.0,488.0,31.5,2989.0,,,25.0,2285.0,119.5,9800.0,104.0,9477.0,118.5,10263.0,106.0,9975.0,125.0,10750.0,3.5,159.0
2014-06-05,2.0,130.0,10.5,915.0,21.0,2300.0,14.5,1250.0,3.0,222.0,15.0,1460.0,97.5,8300.0,121.0,12500.0,3.5,313.0,158.0,14171.0,158.5,13957.0,161.0,16500.0,,15000.0,162.0,13850.0,167.5,15875.0,164.0,15500.0,179.0,17500.0,173.5,14690.0,166.0,15433.0,164.0,16000.0,,,2.0,140.0,2.0,75.0,77.5,7029.0,67.5,6090.0,60.0,6000.0,200.5,18489.0,209.0,19956.0,193.5,17477.0,38.5,2977.0,,,,,,,31.0,2899.0,,,25.0,2297.0,120.0,9233.0,110.5,9900.0,123.5,10405.0,105.5,10700.0,127.5,11333.0,2.0,180.0
2014-06-06,,,,,,,,,,,,,97.5,8300.0,87.5,,,,,,175.0,13000.0,,,,,,,190.0,17000.0,,,,,,10000.0,,,155.0,14000.0,,,,,,,81.0,7233.0,68.0,5800.0,,,208.0,18875.0,230.0,22750.0,255.0,,44.0,3180.0,,,,,,,31.5,2838.0,,,25.0,2367.0,,,105.0,,120.0,10500.0,,,,,,
2014-06-07,,,,,,,,,,,,,,8300.0,,,,,,,175.0,13000.0,,,,,,,190.0,17000.0,,,,,,,,,155.0,14000.0,,,,,,,80.5,7550.0,69.5,6375.0,,,201.5,18000.0,230.0,20000.0,210.0,,42.0,3225.0,,,,,,,31.0,2838.0,,,26.5,2375.0,,,,,115.0,10500.0,,,,,,
2014-06-08,2.0,130.0,11.5,896.0,23.0,1943.0,15.0,1238.0,3.0,225.0,15.5,1438.0,97.5,8300.0,115.0,11750.0,3.5,344.0,156.0,14117.0,159.5,13957.0,171.5,15600.0,,15000.0,165.0,14020.0,170.5,16180.0,167.5,15500.0,179.0,17500.0,170.0,14436.0,167.0,15745.0,155.0,16000.0,,,2.0,,2.0,105.0,77.5,6990.0,67.0,6000.0,60.0,6000.0,197.5,18628.0,210.0,17410.0,191.0,17760.0,40.0,3745.0,,,,,,,30.5,2882.0,,,25.5,2340.0,120.5,11450.0,112.5,9913.0,126.5,10811.0,105.5,10700.0,127.5,11333.0,2.0,
2014-06-09,2.0,128.0,10.5,880.0,21.0,1983.0,14.5,1210.0,3.0,221.0,15.0,1421.0,97.5,8300.0,118.5,11750.0,3.5,328.0,147.5,14117.0,159.5,13957.0,162.0,15600.0,,15000.0,159.5,14175.0,174.0,16180.0,167.5,15500.0,179.0,17500.0,168.0,14400.0,169.0,15767.0,164.0,14667.0,,,2.0,140.0,2.0,95.0,77.0,6919.0,67.0,5995.0,60.0,6000.0,201.0,18675.0,210.0,17233.0,190.0,17671.0,41.0,3176.0,,,,,,,30.5,2859.0,,,25.0,2308.0,124.5,10280.0,108.0,10542.0,124.0,11000.0,105.5,10700.0,127.5,11333.0,2.0,180.0
2014-06-10,2.0,137.0,10.5,902.0,23.5,2300.0,14.5,1210.0,3.0,225.0,15.5,1458.0,97.5,8300.0,115.0,11667.0,3.5,325.0,147.5,14083.0,159.5,13957.0,171.0,16500.0,,15000.0,166.5,14175.0,174.0,16180.0,167.5,14000.0,179.0,17750.0,172.5,14750.0,168.5,15808.0,155.0,16000.0,,,2.0,140.0,2.0,103.0,78.0,6983.0,67.5,6023.0,60.0,6000.0,201.5,18473.0,210.0,17344.0,190.0,17460.0,39.5,3060.0,,,,,,,30.5,2884.0,,,25.0,2288.0,120.5,9850.0,108.0,10162.0,124.0,10741.0,105.5,10700.0,127.5,11333.0,2.0,180.0
