date,alachi lemon_avg_retail_price,alachi lemon_avg_wholesale_price,amra (hog plum)_avg_retail_price,amra (hog plum)_avg_wholesale_price,apple (india)_avg_retail_price,apple (india)_avg_wholesale_price,apple (pakistan)_avg_retail_price,apple (pakistan)_avg_wholesale_price,apple_avg_retail_price,apple_avg_wholesale_price,banana-chapa_avg_retail_price,banana-chapa_avg_wholesale_price,banana-sabri (high quality)_avg_retail_price,banana-sabri (high quality)_avg_wholesale_price,banana-sabri (ordinary)_avg_retail_price,banana-sabri (ordinary)_avg_wholesale_price,banana-sagar (high quality)_avg_retail_price,banana-sagar (high quality)_avg_wholesale_price,banana-sagar (ordinary)_avg_retail_price,banana-sagar (ordinary)_avg_wholesale_price,bangi (melon)_avg_retail_price,bangi (melon)_avg_wholesale_price,baromasi china-3_avg_retail_price,baromasi china-3_avg_wholesale_price,boroi (jujube_plum)_avg_retail_price,boroi (jujube_plum)_avg_wholesale_price,boroi-kul (imported)_avg_retail_price,boroi-kul (imported)_avg_wholesale_price,cagoji lemon_avg_retail_price,cagoji lemon_avg_wholesale_price,canteloupe_avg_retail_price,canteloupe_avg_wholesale_price,coconut_avg_retail_price,coconut_avg_wholesale_price,grapefruit_avg_retail_price,grapefruit_avg_wholesale_price,grapes_avg_retail_price,grapes_avg_wholesale_price,green-coconut_avg_retail_price,green-coconut_avg_wholesale_price,guava (kazi)_avg_retail_price,guava (kazi)_avg_wholesale_price,guava (thai)_avg_retail_price,guava (thai)_avg_wholesale_price,guava_avg_retail_price,guava_avg_wholesale_price,jackfruit-(small)_avg_retail_price,jackfruit-(small)_avg_wholesale_price,jackfruit-big (above 4 kg)_avg_retail_price,jackfruit-big (above 4 kg)_avg_wholesale_price,kalozam (black berry)_avg_retail_price,kalozam (black berry)_avg_wholesale_price,khejur (date)_avg_retail_price,khejur (date)_avg_wholesale_price,khurma_avg_retail_price,khurma_avg_wholesale_price,lychee (imported)_avg_retail_price,lychee (imported)_avg_wholesale_price,lychee_avg_retail_price,lychee_avg_wholesale_price,malta_avg_retail_price,malta_avg_wholesale_price,mango-amropali_avg_retail_price,mango-amropali_avg_wholesale_price,mango-ashini_avg_retail_price,mango-ashini_avg_wholesale_price,mango-fazli_avg_retail_price,mango-fazli_avg_wholesale_price,mango-gopal bhog_avg_retail_price,mango-gopal bhog_avg_wholesale_price,mango-guti_avg_retail_price,mango-guti_avg_wholesale_price,mango-himsagar_avg_retail_price,mango-himsagar_avg_wholesale_price,mango-langra_avg_retail_price,mango-langra_avg_wholesale_price,olive_avg_retail_price,olive_avg_wholesale_price,orange_avg_retail_price,orange_avg_wholesale_price,pear_avg_retail_price,pear_avg_wholesale_price,pineapple-jaldubi_avg_retail_price,pineapple-jaldubi_avg_wholesale_price,pineapple-kelenga_avg_retail_price,pineapple-kelenga_avg_wholesale_price,pineapple-local_avg_retail_price,pineapple-local_avg_wholesale_price,raisin_avg_retail_price,raisin_avg_wholesale_price,ripe papaya (big)_avg_retail_price,ripe papaya (big)_avg_wholesale_price,ripe papaya (small)_avg_retail_price,ripe papaya (small)_avg_wholesale_price,tamarind  with seed_avg_retail_price,tamarind  with seed_avg_wholesale_price,tamarind without seed_avg_retail_price,tamarind without seed_avg_wholesale_price,watermelon_avg_retail_price,watermelon_avg_wholesale_price
2016-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,900.0,,,,,,,,,,,,,,,,,,,,
2016-02-07,4.5,356.0,,3500.0,115.0,,,,131.5,12000.0,12.5,205.0,20.0,343.0,17.5,281.0,16.0,252.0,12.5,178.0,,,,,51.0,2000.0,,,4.5,406.0,,,33.0,2667.0,,,,,29.0,2633.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,1100.0,,,,,,,,,,,65.0,5000.0,43.0,3800.0,,,,,,
2016-02-08,4.5,392.0,,3500.0,115.0,,,,131.5,12000.0,12.5,205.0,19.5,340.0,17.0,269.0,16.0,252.0,12.5,178.0,,,,,85.0,,,,4.5,406.0,,,30.5,2667.0,,,,,30.5,2633.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,1100.0,,,,,,,,,,,65.0,5000.0,43.0,3800.0,,,,,,
2016-02-09,4.5,375.0,,3500.0,115.0,,,,129.5,12000.0,12.5,213.0,20.0,356.0,17.0,292.0,16.0,252.0,13.5,178.0,,,,,56.5,2000.0,,,4.5,425.0,,,34.5,2800.0,,,,,29.5,2700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,1150.0,,,,,,,,,,,55.0,5000.0,40.0,3800.0,,,,,,
2016-02-10,4.5,438.0,,3500.0,115.0,,,,131.5,10667.0,12.5,213.0,21.0,365.0,17.5,294.0,16.0,252.0,13.5,178.0,,,,,62.5,4000.0,,,4.5,425.0,,,31.5,2800.0,,,,,31.0,2733.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,1150.0,,,,,,,,,,,55.0,5000.0,40.0,3800.0,,,,,,
2016-02-11,4.5,392.0,,3500.0,115.0,,,,132.0,11000.0,12.5,215.0,21.5,362.0,18.5,284.0,16.5,257.0,12.5,182.0,,,,,61.5,,,,4.5,406.0,,,31.0,2700.0,,,,,30.5,2675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.5,1100.0,,,,,,,,,,,65.0,5000.0,43.0,3800.0,,,,,,
2016-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-14,4.5,356.0,,3500.0,115.0,,,,130.0,10667.0,12.5,215.0,21.0,355.0,17.5,287.0,16.5,257.0,12.5,182.0,,,,,41.0,3000.0,,,4.5,406.0,,,33.0,2667.0,,,,,29.0,2675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,1200.0,,,,,,,,,,,68.0,5000.0,43.0,3800.0,,,,,,
2016-02-15,4.0,308.0,,3500.0,,,,,135.0,11667.0,12.0,207.0,24.5,420.0,21.0,307.0,21.0,308.0,15.5,224.0,,,,,41.0,3000.0,,,4.5,375.0,,,33.5,2675.0,,,,,29.0,2425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.5,1100.0,,,,,,,,,,,75.0,,45.0,,,,,,,
2016-02-16,4.5,350.0,,3500.0,115.0,,,,130.0,11000.0,13.5,240.0,21.0,355.0,18.5,284.0,16.5,257.0,12.5,182.0,,,,,40.0,2750.0,,,4.5,417.0,,,32.5,2700.0,,,,,29.0,2675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,1100.0,,,,,,,,,,,68.0,5000.0,43.0,3800.0,,,,,,
2016-02-17,4.5,313.0,,3500.0,,,,,133.5,11000.0,12.5,200.0,20.0,400.0,18.0,305.0,19.0,290.0,14.5,173.0,,,,,40.0,3167.0,,,4.5,388.0,,,34.5,3000.0,,,,,29.5,2600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5,900.0,,,,,,,,,,,75.0,,,,,,,,,
2016-02-18,4.5,356.0,,3500.0,115.0,,,,132.5,10667.0,13.0,215.0,21.0,355.0,17.5,287.0,16.5,272.0,12.5,178.0,,,,,40.0,2875.0,,,4.5,406.0,,,33.0,2667.0,,,,,29.0,2675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,1100.0,,,,,,,,,,,68.0,5000.0,43.0,3800.0,,,,,,
2016-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,900.0,,,,,,,,,,,,,,,,,,,,
2016-02-22,4.5,375.0,,3500.0,,,,,129.0,11000.0,12.5,213.0,20.0,356.0,18.0,287.0,16.0,270.0,13.5,173.0,,,,,40.0,2875.0,,,4.5,425.0,,,34.0,2800.0,,,,,29.5,2733.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5,1150.0,,,,,,,,,,,65.0,5000.0,40.0,3800.0,,,,,,
2016-02-23,4.5,313.0,,3500.0,,,,,134.0,11500.0,12.5,200.0,20.0,400.0,21.0,295.0,19.0,290.0,14.5,173.0,,,,,40.0,3167.0,,,4.0,388.0,,,35.0,2900.0,,,,,29.0,2600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,,,,,,,,,,,,75.0,,,,,,,,,
2016-02-24,4.5,375.0,,3500.0,110.0,,,,126.0,10500.0,12.5,213.0,20.0,356.0,17.0,292.0,16.0,270.0,13.5,173.0,,,,,41.5,2750.0,,,4.5,425.0,,,34.0,2600.0,,,,,29.5,2700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5,1150.0,,,,,,,,,,,65.0,5000.0,40.0,3800.0,,,,,,
2016-02-25,4.5,358.0,,3500.0,110.0,,,,124.0,11000.0,12.5,213.0,21.0,400.0,19.0,305.0,16.5,267.0,13.5,173.0,,,,,41.5,2750.0,,1500.0,4.5,425.0,,,33.5,2700.0,,,,,29.5,2700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5,1150.0,,,,,,,,,,,65.0,5000.0,40.0,3800.0,,,,,,
2016-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,900.0,,,,,,,,,,,,,,,,,,,,
2016-02-28,4.5,425.0,,3500.0,110.0,,,,124.0,10500.0,12.5,213.0,20.0,356.0,17.0,292.0,16.0,270.0,13.5,166.0,,,,,44.0,2900.0,,,4.5,425.0,,,34.0,2600.0,,,,,29.5,2700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5,1150.0,,,,,,,,,,,65.0,5000.0,40.0,3800.0,,,,,,
2016-02-29,4.5,425.0,,3500.0,110.0,,,,124.0,10500.0,12.5,213.0,21.0,400.0,17.5,314.0,16.5,267.0,13.5,166.0,,,,,44.0,2900.0,,,4.5,425.0,,,34.0,2600.0,,,,,29.5,2700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5,1150.0,,,,,,,,,,,65.0,5000.0,40.0,3800.0,,,,,,
2016-03-01,4.5,388.0,,3500.0,,,,,132.5,11000.0,12.5,200.0,20.0,400.0,19.5,307.0,19.0,290.0,14.5,173.0,,,,,44.0,1800.0,,,4.5,388.0,,,36.0,3000.0,,,,,29.5,2600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,900.0,,,,,,,,,,,75.0,,,,,,,,,
2016-03-02,4.5,425.0,,3500.0,110.0,,,,123.5,10500.0,12.5,213.0,20.0,380.0,17.5,295.0,15.5,225.0,13.5,183.0,,,,,39.0,2900.0,,,4.5,425.0,,,33.5,2800.0,,,,,29.5,2675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5,1150.0,,,,,,,,,,,65.0,5000.0,40.0,3800.0,,,,,,
2016-03-03,4.5,425.0,,3500.0,110.0,,,,125.0,10500.0,12.5,213.0,21.0,400.0,17.5,314.0,16.5,233.0,13.5,183.0,,,,,41.5,1600.0,,,4.5,425.0,,,33.5,2800.0,,,,,29.5,2733.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5,1150.0,,,,,,,,,,,65.0,5000.0,40.0,3800.0,,,,,,
2016-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-06,5.0,425.0,,3500.0,110.0,,,,125.0,10500.0,12.5,213.0,21.0,400.0,17.5,314.0,16.5,233.0,13.5,183.0,,,,,60.0,,,,4.5,425.0,,,33.5,2800.0,,,,,29.5,2733.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5,1150.0,,,,,,,,,,,65.0,5000.0,40.0,3800.0,,,,,,
2016-03-07,5.0,450.0,,3500.0,110.0,,,,125.0,10500.0,13.5,250.0,21.0,400.0,17.5,314.0,16.5,233.0,13.5,183.0,,,,,60.0,,,,4.5,450.0,,,33.5,2800.0,,,,,29.0,2733.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5,1150.0,,,,,,,,,,,65.0,5000.0,40.0,3800.0,,,,,,
2016-03-08,4.5,438.0,,3500.0,110.0,,,,125.0,10500.0,12.5,213.0,22.0,427.0,18.5,323.0,16.5,233.0,13.5,183.0,,,,,60.0,,,,4.5,425.0,,,31.0,2800.0,,,,,31.0,2733.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5,1150.0,,,,,,,,,,,55.0,5000.0,40.0,3800.0,,,,,,
2016-03-09,4.0,375.0,,3500.0,,,,,135.0,11000.0,12.5,200.0,22.0,440.0,21.5,320.0,19.0,240.0,14.5,210.0,,,,,60.0,,,,4.5,513.0,,,31.5,3000.0,,,,,32.0,2600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,
2016-03-10,4.5,438.0,,,110.0,,,,125.0,11333.0,12.5,213.0,21.0,427.0,17.5,292.0,16.0,218.0,13.5,183.0,,,,,60.0,,,,4.5,508.0,,,31.0,2800.0,,,,,31.0,2733.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5,1167.0,,,,,,,,,,,55.0,5000.0,40.0,3800.0,,,,,,
2016-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13,4.0,375.0,,,,,,,134.0,12000.0,12.5,200.0,20.0,440.0,18.5,274.0,16.5,217.0,14.5,187.0,,,,,60.0,,,,4.5,513.0,,,31.0,2900.0,,,,,32.0,2600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,1000.0,,,,,,,,,,,,,,,,,,,,
2016-03-14,4.0,375.0,,,,,,,135.0,11000.0,12.5,200.0,22.0,440.0,21.5,320.0,19.0,240.0,14.5,210.0,,,,,60.0,,,,4.5,513.0,,,31.5,3000.0,,,,,32.0,2600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,
2016-03-15,4.5,392.0,,,110.0,,,,128.5,11500.0,13.0,215.0,21.0,408.0,18.5,283.0,16.5,230.0,12.5,186.0,,,,,60.0,,,,4.5,469.0,,,31.0,2700.0,,,,,30.5,2675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.5,1100.0,,,,,,,,,,,65.0,5000.0,43.0,3800.0,,,,,,
2016-03-16,3.5,338.0,,,,,,,139.0,11000.0,12.5,207.0,21.5,410.0,21.0,300.0,20.5,270.0,14.5,230.0,,,,,60.0,,,,4.5,458.0,,,30.0,2700.0,,,,,30.5,2567.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,1000.0,,,,,,,,,,,75.0,,45.0,,,,16.0,,,
2016-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-20,4.5,375.0,,,110.0,,,,128.5,11500.0,13.0,215.0,21.0,408.0,18.5,283.0,16.5,230.0,12.5,186.0,,,,,60.0,,,,4.5,456.0,,,30.5,2600.0,,,,,30.5,2633.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.5,1167.0,,,,,,,,,,,65.0,5000.0,43.0,3800.0,,,,,,
2016-03-21,4.5,375.0,,,,,,,132.0,10500.0,13.0,215.0,21.5,408.0,20.0,313.0,17.0,245.0,12.5,198.0,,,,,60.0,,,,4.5,456.0,,,31.5,2667.0,,,,,30.5,2675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.5,1250.0,,,,,,,,,,,65.0,5000.0,43.0,3800.0,,,,,,
2016-03-22,4.0,375.0,,,110.0,,,,130.0,11500.0,12.5,200.0,18.5,387.0,18.5,284.0,22.5,260.0,17.5,200.0,,,,,60.0,,,,4.5,563.0,,,31.0,2900.0,,,,,32.0,2600.0,,,,,,,,,,,,,,4200.0,,,,,,,,,,,,,,,,,,,,,,,,,50.0,900.0,,,,,,,,,,,32.5,,22.0,,,,,,,
2016-03-23,5.5,450.0,,,,,,,132.5,11667.0,13.5,250.0,21.0,427.0,18.5,290.0,16.5,217.0,14.5,215.0,,,,,60.0,,,,5.5,475.0,,,34.0,3500.0,,,,,31.0,2733.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,1250.0,,,,,,,,,,,55.0,5000.0,40.0,3800.0,,,,,150.0,12000.0
2016-03-24,4.5,310.0,,,110.0,,,,125.5,11000.0,13.5,240.0,20.5,388.0,18.5,294.0,20.5,270.0,14.5,200.0,,,,,60.0,,,,4.5,425.0,,,32.5,2400.0,,,,,29.0,2450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.5,1000.0,,,,,,,,,,,82.5,,45.0,,,,,,140.0,
2016-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-26,,,,,,,,,145.0,13000.0,18.0,,18.0,,13.0,170.0,13.0,170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.5,950.0,,,,,,,,,,,,,,,,,,,140.0,
2016-03-27,4.5,361.0,,,110.0,,,,127.0,11500.0,13.0,215.0,21.0,390.0,19.0,297.0,18.0,253.0,13.5,193.0,,,,,60.0,5000.0,,,4.5,481.0,,,33.5,3050.0,,,,,29.0,2675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,1133.0,,,,,,,,,,,68.0,5000.0,43.0,3800.0,,,,,145.0,12000.0
2016-03-28,,375.0,,,,,,,141.0,12300.0,14.5,200.0,23.0,477.0,20.0,303.0,20.5,293.0,18.5,305.0,,,,,60.0,5000.0,,,5.5,563.0,,,31.5,2800.0,,,,,31.0,2567.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.5,1000.0,,,,,,,,,,,,,,,,,,,150.0,
2016-03-29,4.5,381.0,,,110.0,,,,129.5,12000.0,13.5,208.0,19.5,383.0,18.5,271.0,16.5,233.0,13.5,193.0,,,,,60.0,5000.0,,,4.5,475.0,,,32.0,3050.0,,,,,29.0,2675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,1075.0,,,,,,,,,,,65.0,5000.0,43.0,3800.0,,,,,138.0,15000.0
2016-03-30,,375.0,,,120.0,,,,135.5,13000.0,14.5,200.0,20.0,440.0,17.5,278.0,18.0,215.0,17.5,200.0,,,,,60.0,5000.0,,5000.0,4.5,563.0,,,30.0,3000.0,,,,,32.0,2600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5,900.0,,,,,,,,,,,,,,,,,,,140.0,14000.0
2016-03-31,4.5,358.0,,,110.0,,,,129.5,13000.0,12.5,193.0,20.5,388.0,19.5,295.0,20.5,270.0,14.5,230.0,,,,,60.0,5000.0,,5000.0,4.5,492.0,,,34.0,2700.0,,,,,29.0,2567.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,900.0,,,,,,,,,,,75.0,,45.0,,,,,,130.0,14333.0
2016-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-02,,,,,,,,,145.0,13000.0,18.0,,18.0,,13.0,170.0,13.0,170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,1000.0,,,,,,,,,,,,,,,,,,,140.0,
2016-04-03,4.5,350.0,,,130.0,,,,134.0,13000.0,14.5,210.0,20.0,388.0,18.5,273.0,18.0,237.0,14.5,200.0,,,,,60.0,,,,4.5,425.0,,,32.5,2733.0,,,,,29.0,2567.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,1000.0,,,,,,,,,,,75.0,,45.0,,,,,,118.0,13333.0
2016-04-04,7.5,408.0,,,130.0,,,,134.0,12500.0,14.5,205.0,23.5,395.0,16.0,277.0,20.5,217.0,64.5,190.0,,,,,,5000.0,,5000.0,4.5,525.0,,,33.0,3500.0,,,,,30.5,2733.0,,,,,,,,,,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.5,1100.0,,,,,,,,,,,55.0,5000.0,32.5,3800.0,,,,,108.5,10486.0
2016-04-05,6.0,381.0,,,130.0,,,,131.5,12250.0,13.5,208.0,24.0,386.0,18.0,287.0,22.0,253.0,46.5,193.0,,,,,,5000.0,,5000.0,4.5,481.0,,,32.0,3050.0,,,,,30.0,2675.0,,,,,,,,,,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,1100.0,,,,,,,,,,,65.0,5000.0,39.0,3800.0,,,,,100.0,9186.0
2016-04-06,5.5,381.0,,,130.0,,,,134.0,12750.0,13.5,202.0,24.0,390.0,17.5,283.0,19.5,233.0,46.5,193.0,,,,,,,,5000.0,4.5,481.0,,,34.0,3050.0,,,,,29.0,2675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.5,1200.0,,,,,,,,,,,68.0,5000.0,41.0,3800.0,,,,,121.0,11413.0
2016-04-07,,,,,130.0,,,,146.0,13500.0,17.0,260.0,27.0,440.0,16.0,278.0,24.0,215.0,117.5,200.0,,,,,,,,,5.5,500.0,,,29.0,,,,,,33.0,2400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,1000.0,,,,,,,,,,,,,,,,,,,114.5,8963.0
2016-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-10,5.5,367.0,,,130.0,,,,133.0,12667.0,13.5,218.0,24.0,390.0,18.0,299.0,22.0,253.0,46.5,193.0,,,,,,,,,4.5,433.0,,,34.0,3067.0,,,,,33.5,2633.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,1300.0,,,,,,,,,,,68.0,5000.0,41.0,3800.0,,,,,108.0,10699.0
2016-04-11,4.5,350.0,,,130.0,,,,136.5,13500.0,15.0,205.0,25.0,400.0,16.0,278.0,24.0,215.0,117.5,200.0,,,,,,,,,4.5,500.0,,,34.0,,,,,,37.0,2400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,1000.0,,,,,,,,,,,75.0,,45.0,,,,,,103.5,10315.0
2016-04-12,4.5,325.0,,,130.0,,145.0,,129.0,13000.0,14.0,185.0,20.5,335.0,15.0,253.0,15.5,225.0,11.0,170.0,,,,,,,,,4.5,350.0,,,33.5,2400.0,,,,,36.5,2500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.5,1000.0,,,,,,,,,,,75.0,,45.0,,,,,,111.0,13750.0
2016-04-13,4.5,363.0,,,130.0,,,,132.0,13500.0,13.5,145.0,21.0,360.0,14.0,258.0,13.0,170.0,,140.0,,,,,,,,5000.0,4.5,533.0,,,36.5,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.5,1000.0,,,,,,,,,,,75.0,,45.0,,,,,,95.0,13400.0
2016-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-18,4.5,363.0,,,130.0,,,,132.5,13000.0,13.5,145.0,22.5,360.0,17.0,258.0,13.0,170.0,,140.0,,,,,,,,5000.0,4.5,533.0,,,34.5,2900.0,,,,,37.0,2800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.5,1000.0,,,,,,,,,,,75.0,,45.0,,,,,,100.0,13600.0
