date,ahire-big_avg_retail_price,ahire-big_avg_wholesale_price,ahire-small_avg_retail_price,ahire-small_avg_wholesale_price,boal-big_avg_retail_price,boal-big_avg_wholesale_price,boal-small_avg_retail_price,boal-small_avg_wholesale_price,chitol-(big)_avg_retail_price,chitol-(big)_avg_wholesale_price,chitol-(small)_avg_retail_price,chitol-(small)_avg_wholesale_price,dried kachki_avg_retail_price,dried kachki_avg_wholesale_price,dried laitta_avg_retail_price,dried laitta_avg_wholesale_price,dried puti_avg_retail_price,dried puti_avg_wholesale_price,dried rupchanda_avg_retail_price,dried rupchanda_avg_wholesale_price,dried shrimp_avg_retail_price,dried shrimp_avg_wholesale_price,dried surma_avg_retail_price,dried surma_avg_wholesale_price,grass carp_avg_retail_price,grass carp_avg_wholesale_price,hilsha_avg_retail_price,hilsha_avg_wholesale_price,kai_avg_retail_price,kai_avg_wholesale_price,katla (local)_avg_retail_price,katla (local)_avg_wholesale_price,katla-big (above 5 kg)_avg_retail_price,katla-big (above 5 kg)_avg_wholesale_price,katla-imported_avg_retail_price,katla-imported_avg_wholesale_price,katla-medium (2.50-4.50 kg)_avg_retail_price,katla-medium (2.50-4.50 kg)_avg_wholesale_price,katla-small (1.50-2.00 kg)_avg_retail_price,katla-small (1.50-2.00 kg)_avg_wholesale_price,koral_avg_retail_price,koral_avg_wholesale_price,magur_avg_retail_price,magur_avg_wholesale_price,mregal-big_avg_retail_price,mregal-big_avg_wholesale_price,mregal-small_avg_retail_price,mregal-small_avg_wholesale_price,pangash (big)_avg_retail_price,pangash (big)_avg_wholesale_price,pangash (small)_avg_retail_price,pangash (small)_avg_wholesale_price,poah_avg_retail_price,poah_avg_wholesale_price,rita_avg_retail_price,rita_avg_wholesale_price,ruhi (imported) big (above 5 kg)_avg_retail_price,ruhi (imported) big (above 5 kg)_avg_wholesale_price,ruhi (imported) medium (2.50-4.50 kg)_avg_retail_price,ruhi (imported) medium (2.50-4.50 kg)_avg_wholesale_price,ruhi (imported) small (1.50-2.00 kg)_avg_retail_price,ruhi (imported) small (1.50-2.00 kg)_avg_wholesale_price,ruhi (local) - medium (2.50-4.50 kg)_avg_retail_price,ruhi (local) - medium (2.50-4.50 kg)_avg_wholesale_price,ruhi (local) - small (1.50-2.00 kg)_avg_retail_price,ruhi (local) - small (1.50-2.00 kg)_avg_wholesale_price,ruhi (local) big (above 5 kg)_avg_retail_price,ruhi (local) big (above 5 kg)_avg_wholesale_price,rupchanda_avg_retail_price,rupchanda_avg_wholesale_price,salted hilsha_avg_retail_price,salted hilsha_avg_wholesale_price,shrimp bagda_avg_retail_price,shrimp bagda_avg_wholesale_price,shrimp golda_avg_retail_price,shrimp golda_avg_wholesale_price,shrimp-small_avg_retail_price,shrimp-small_avg_wholesale_price,silver carp_avg_retail_price,silver carp_avg_wholesale_price,singhi_avg_retail_price,singhi_avg_wholesale_price,telapia_nilotica_avg_retail_price,telapia_nilotica_avg_wholesale_price
2017-03-22,500.0,45000.0,450.0,40000.0,350.0,30000.0,300.0,25000.0,,,,,225.0,24000.0,357.5,21750.0,,,,,290.0,28000.0,,,,,850.0,67000.0,400.0,35000.0,325.0,,14.5,350.0,,,308.5,27833.0,265.0,24375.0,,,700.0,65000.0,230.0,21000.0,150.0,12000.0,125.0,10000.0,108.5,9500.0,,,,,,,200.0,16000.0,230.0,21000.0,458.5,26500.0,271.5,23375.0,,,775.0,75500.0,325.0,30000.0,612.5,30250.0,,,400.0,37500.0,120.0,10000.0,575.0,57500.0,138.0,13333.0
2017-03-23,500.0,45000.0,450.0,40000.0,350.0,30000.0,300.0,25000.0,,,,,225.0,24000.0,357.5,21750.0,,,,,290.0,28000.0,,,200.0,20000.0,950.0,88000.0,400.0,26000.0,325.0,,14.5,350.0,,,361.5,32000.0,272.5,25833.0,,,700.0,65000.0,210.0,18500.0,150.0,12000.0,118.5,9667.0,100.5,8875.0,,,,,,,200.0,16000.0,210.0,20000.0,428.5,31000.0,273.5,24500.0,,,775.0,75500.0,325.0,30000.0,612.5,30250.0,,,400.0,37500.0,160.0,14000.0,517.0,51667.0,139.0,13500.0
2017-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-02,,,,,,,,,,,,,,,,,,,,,,,,,160.0,18000.0,850.0,90000.0,150.0,14000.0,,,,,,,,,210.0,20000.0,,,,,210.0,20000.0,135.0,12500.0,112.5,10500.0,92.5,8500.0,,,,,,,260.0,25000.0,190.0,18000.0,,,,,,,,,,,,,,,,,115.0,13500.0,,,130.0,13500.0
2017-04-03,,,,50000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000.0,,,,,,,,27000.0,,,,,,28000.0,,,,,,,,,,,,,,16000.0,,,,14000.0
2017-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-12,,,,,,,,,,,,,,,,,,,,,,,,,122.5,12000.0,900.0,,130.0,12000.0,,,,,,,,,,,,,,,,,,,,,130.0,,,,,,,,596.5,32000.0,200.0,24000.0,,,,,,,,,,,,,,,,,125.0,12000.0,,,120.0,
2017-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.0,26000.0,,,,,,,190.0,17000.0,,,135.0,12000.0,,,,,,,,,,,,,,,290.0,28000.0,,,,,,,,,,,,,,,,
2017-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-19,,,,,,,275.0,,,,,,,,,,,,,,,,,,200.0,23000.0,875.0,125000.0,152.5,,,,,,,,,,210.0,20000.0,,,600.0,,192.5,18000.0,157.5,15000.0,117.5,11000.0,105.0,9500.0,,,,,,,609.0,30000.0,215.0,20000.0,,,297.5,32000.0,,,,,,,,,,,350.0,,127.5,14000.0,500.0,,127.5,13500.0
2017-04-20,,,,,,,275.0,,,,,,,,,,,,,,,,,,200.0,23000.0,862.5,125000.0,152.5,,,,,,,,,,231.5,22750.0,,,600.0,,202.5,19000.0,167.5,16000.0,133.0,11500.0,113.0,10150.0,,,,,,,609.0,30000.0,224.0,21250.0,,,312.5,34000.0,,,,,,,,,,,350.0,,132.5,12500.0,500.0,,139.0,13500.0
2017-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-23,,,,,,,275.0,,,,,,,,,,,,,,,,,,207.5,23500.0,1162.5,112500.0,152.5,,,,,,,,,,235.0,23000.0,,,600.0,,202.5,19000.0,167.5,16000.0,125.0,11500.0,105.0,9550.0,,,,,,,307.5,31000.0,217.5,21000.0,249.0,24200.0,258.5,26500.0,,,,,,,,,,,350.0,,123.5,12500.0,500.0,,132.5,14000.0
2017-04-24,,,,,,,275.0,,,,,,,,,,,,,,,,,,171.5,18250.0,1067.0,122500.0,144.0,,,,,,,,,,231.5,22750.0,,,600.0,,202.5,19000.0,167.5,16000.0,122.5,11500.0,104.0,9350.0,,,,,,,315.0,31000.0,225.0,21750.0,249.5,24200.0,258.5,26500.0,,,,,,,,,,,350.0,,126.0,12000.0,500.0,,137.5,13167.0
2017-04-25,,,,,,,275.0,,,,,,,,,,,,,,,,,,225.0,28000.0,900.0,100000.0,480.5,15000.0,190.0,,5.0,,,,275.0,,172.5,16000.0,,,725.0,,275.0,28000.0,180.0,18000.0,129.0,11500.0,104.0,9533.0,,,,,,,466.0,27500.0,207.5,20000.0,249.5,24200.0,310.0,24000.0,,,,,,,,,,,500.0,,145.0,13667.0,650.0,,149.0,13000.0
2017-04-26,625.0,45000.0,466.5,42333.0,617.0,55000.0,380.0,40000.0,,,400.0,40000.0,225.0,24000.0,357.5,21750.0,300.0,28000.0,,,290.0,28000.0,675.0,60500.0,152.0,15260.0,1034.0,86875.0,283.0,21700.0,180.0,,10.5,362.0,,,311.0,29321.0,250.5,22935.0,505.0,50000.0,696.0,67500.0,212.5,21250.0,154.5,14000.0,128.0,11432.0,109.5,9948.0,165.0,14000.0,,,,,451.5,26000.0,310.0,23800.0,414.5,28592.0,281.0,24531.0,,,775.0,75500.0,325.0,30000.0,812.5,50250.0,,,406.0,36500.0,134.5,13266.0,587.5,56250.0,132.0,12411.0
2017-04-27,608.0,45000.0,456.5,42333.0,542.0,30000.0,375.0,36667.0,,,362.5,40000.0,225.0,24000.0,432.5,37500.0,300.0,28000.0,,,290.0,28000.0,,,155.5,15681.0,1046.5,89063.0,333.5,23417.0,210.0,26000.0,10.5,371.0,,,317.0,29750.0,250.0,23081.0,488.5,47500.0,679.0,66667.0,217.0,21556.0,152.5,13778.0,127.0,11409.0,108.5,9858.0,165.0,14000.0,,,,,451.0,26000.0,282.5,21833.0,411.5,29407.0,280.5,24597.0,,,2750.0,,325.0,30000.0,812.5,50250.0,625.0,,409.0,37200.0,137.0,13409.0,563.5,54000.0,132.5,12482.0
2017-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-30,608.0,45000.0,456.5,42333.0,542.0,30000.0,375.0,36667.0,,,362.5,40000.0,225.0,24000.0,413.5,29500.0,,,,,290.0,28000.0,675.0,60500.0,154.5,15893.0,1030.0,88188.0,350.5,24800.0,210.0,26000.0,12.5,370.0,,,317.0,29731.0,252.5,23200.0,510.0,50000.0,679.0,66667.0,218.0,21778.0,148.0,13488.0,127.5,11524.0,109.5,10009.0,165.0,14000.0,,,,,479.0,26429.0,282.5,21833.0,425.5,29058.0,283.0,24667.0,,,1762.5,75500.0,325.0,30000.0,812.5,50250.0,625.0,,409.0,37200.0,135.5,13403.0,563.5,54000.0,132.5,12574.0
2017-05-01,,,,,,,,,,,,,,,,,,,,,,,,,150.0,,950.0,,,,,,,,,,,,260.0,,,,,,,,175.0,,122.5,,104.0,,,,,,,,,,280.0,,200.0,14000.0,300.0,,,,,,,,,,,,,,117.5,,,,119.0,
2017-05-02,,,,,,,,,,,,,,,,,300.0,28000.0,,,,,,,155.0,15500.0,925.0,,200.0,16500.0,,,4.5,360.0,,,330.0,30000.0,253.5,25000.0,,,,,235.0,17000.0,191.5,18500.0,131.5,10500.0,106.5,8000.0,,,,,,,,,,,516.0,35000.0,262.0,24500.0,,,,,,,,,,,,,144.0,14500.0,,,133.5,13000.0
2017-05-03,,,,,,,,,,,,,,,,,300.0,28000.0,,,,,,,175.0,15500.0,900.0,,200.0,16500.0,,,4.5,360.0,,,335.0,30000.0,250.0,25000.0,,,,,200.0,17000.0,192.5,18500.0,130.0,10500.0,102.5,8000.0,,,,,,,,,,,375.0,35000.0,267.5,26500.0,,,,,,,,,,,,,160.0,14500.0,,,137.5,13000.0
2017-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.0,24000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-06,,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,280.0,,,,,,,,180.0,,122.5,,102.5,,,,,,,,,,280.0,,,,,,,,,,,,,,,,,,110.0,,,,117.5,
2017-05-07,,2500.0,,3200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000.0,,,,,,,,,,,,,,,,,,,,
2017-05-08,,,,,,,,,,,,,,,,,,,,,,,,,151.5,18000.0,550.0,,,,215.0,,,,,,,,223.0,31000.0,327.5,,,,,,152.5,18000.0,136.5,12000.0,104.5,10000.0,227.5,,,,,,,,280.0,31000.0,270.0,,181.5,,,,,,,,,,,,260.0,,145.0,,,,135.5,11000.0
2017-05-09,,,,,,,,,,,145.0,40000.0,,,,,,,,,,,,,156.5,,850.0,95000.0,150.0,,310.0,,,,,,,,210.0,,,,,,210.0,,145.0,,112.5,11000.0,100.5,8000.0,205.0,,,,,,260.0,,190.0,,,32000.0,,20000.0,,,,,,,,,,,,,130.0,10000.0,,,141.5,
2017-05-10,,,,,,,,,,,,,,,,,,,,,,,,,165.0,13600.0,,,,,255.0,23000.0,,,,,250.0,,265.0,25000.0,,,,,,,155.0,13200.0,120.0,,110.0,,157.5,142000.0,,,,,245.0,21500.0,262.5,23750.0,,,325.0,28500.0,,,,,,,,,,,,,165.0,13600.0,550.0,,136.5,11600.0
2017-05-11,,,,,,,,,,,,,,,,,,,,,,,,,165.0,13600.0,,,,,255.0,23000.0,,,,,250.0,,265.0,25000.0,,,185.0,,,,155.0,13200.0,120.0,,110.0,,157.5,142000.0,,,,,245.0,21500.0,262.5,23750.0,,,325.0,28500.0,,,,,,,,,,,,,165.0,13600.0,550.0,,136.5,11600.0
2017-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-14,,,,,,,,,,,,,,,450.0,50000.0,,,,,,,,,,,700.0,,,,,,,,,,616.5,25000.0,235.0,20000.0,,,,,210.0,17000.0,,,127.5,,,,,,,,,,290.0,27000.0,210.0,18000.0,,,255.0,24000.0,,,,,,,,,,,,,150.0,,,,165.0,16000.0
2017-05-15,,,,,,,,2200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.0,24500.0,,,,,,,,,,,,,,,,,,,,,310.0,29000.0,,,240.0,24500.0,,,,,,,,,,,,,,,,,,
2017-05-16,450.0,28000.0,,,,,,2200.0,,,,,,,450.0,50000.0,,,,,,,,,,,700.0,,,,,,,,,,616.5,25000.0,235.0,22000.0,,,,,210.0,17000.0,,,127.5,,,,,,,,,,290.0,27000.0,210.0,18000.0,250.0,2400.0,255.0,25500.0,,,,,,,,,,,,,150.0,,,,165.0,16000.0
2017-05-17,,,,23000.0,,,425.0,,,,,,,,,,,,,,,,,,167.5,17500.0,775.0,85000.0,167.5,16000.0,,,,,,,,,276.5,25667.0,,,600.0,,210.0,20000.0,142.5,14000.0,125.0,11500.0,123.0,11750.0,,,,,,,300.0,29500.0,230.0,22000.0,,,316.5,28250.0,,,,,,,,,,,350.0,,133.5,13250.0,500.0,,128.0,12375.0
2017-05-18,,,,,,,425.0,,,,,,,,,,,,,,,,,,220.0,22000.0,775.0,85000.0,175.0,17000.0,,,,,,,,,276.5,25667.0,,,600.0,,210.0,20000.0,142.5,14000.0,125.0,11500.0,123.0,11750.0,,,,,,,300.0,29000.0,230.0,22000.0,,,335.5,30000.0,,,,,,,,,,,350.0,,139.5,14000.0,500.0,,135.0,12833.0
2017-05-19,,,,,,,,,,,,,,,,,,,,,,,,,230.0,22000.0,750.0,85000.0,175.0,17000.0,,,,,,,,,252.5,25000.0,,,,,230.0,22000.0,142.5,14000.0,127.5,11500.0,105.0,10000.0,,,,,,,300.0,29000.0,230.0,22000.0,,,,,,,,,,,,,,,,,132.5,14000.0,,,125.0,12500.0
2017-05-20,,,,,,,,,,,,,,,,,,,,,,,,,230.0,22000.0,850.0,115000.0,175.0,17000.0,,,,,,,,,252.5,25000.0,,,,,230.0,22000.0,142.5,14000.0,126.5,11250.0,100.0,9000.0,,,,,,,300.0,29000.0,230.0,22000.0,260.0,28000.0,190.0,18000.0,,,,,,,,,,,,,126.5,13000.0,,,125.0,12500.0
2017-05-21,,,,,750.0,80000.0,437.5,50000.0,,,,,225.0,24000.0,340.0,30000.0,300.0,28000.0,,,290.0,28000.0,,,168.0,15400.0,718.5,82400.0,175.0,15500.0,,,4.5,353.0,,,337.5,33250.0,261.5,23917.0,,,671.0,48000.0,213.5,20333.0,171.5,14533.0,126.0,10900.0,110.0,9720.0,,,,,,,277.5,26000.0,265.0,22500.0,434.0,30333.0,287.5,26115.0,,,,,325.0,30000.0,575.0,500.0,,,375.0,40000.0,142.0,13727.0,460.0,42000.0,134.5,12750.0
2017-05-22,608.0,45000.0,433.5,40000.0,594.0,55000.0,429.5,40000.0,,,362.5,40000.0,225.0,24000.0,413.5,29500.0,300.0,28000.0,,,290.0,28000.0,675.0,60500.0,157.5,15229.0,726.0,80947.0,296.5,20438.0,223.0,23000.0,10.5,370.0,,,341.0,30233.0,256.5,23394.0,521.5,50000.0,688.0,59333.0,222.5,20400.0,153.0,13895.0,128.0,11430.0,110.0,10043.0,275.0,25000.0,,,,,381.5,26000.0,271.0,21833.0,406.0,30462.0,281.0,25344.0,,,1762.5,75500.0,325.0,30000.0,812.5,50250.0,650.0,,413.0,36800.0,139.0,13250.0,568.5,44143.0,134.5,12733.0
2017-05-23,608.0,45000.0,433.5,40000.0,594.0,55000.0,429.5,30550.0,,,362.5,40000.0,225.0,24000.0,413.5,29500.0,300.0,28000.0,,,290.0,28000.0,675.0,60500.0,157.0,15244.0,736.5,80316.0,247.0,20438.0,240.0,23000.0,11.5,370.0,,,345.0,30300.0,256.5,23250.0,521.5,50000.0,661.5,59333.0,224.5,20778.0,152.5,13833.0,128.5,11495.0,111.0,10152.0,275.0,25000.0,,,,,390.5,26167.0,272.0,21944.0,406.0,30462.0,281.5,25258.0,,,1762.5,75500.0,325.0,30000.0,812.5,50250.0,650.0,,378.5,36800.0,138.0,13227.0,545.5,44143.0,133.0,12690.0
2017-05-24,625.0,45000.0,437.5,40000.0,550.0,30000.0,425.0,35000.0,,,400.0,40000.0,225.0,24000.0,357.5,21750.0,300.0,28000.0,,,290.0,28000.0,675.0,60500.0,145.5,14242.0,722.5,78857.0,293.5,20500.0,200.0,20000.0,11.5,371.0,,,339.5,29885.0,257.0,22852.0,452.0,43333.0,737.5,65000.0,228.5,20600.0,153.5,13929.0,130.0,11556.0,112.0,10250.0,,,,,,,395.0,25500.0,291.5,22300.0,409.0,29667.0,283.0,24815.0,,,775.0,75500.0,325.0,30000.0,812.5,50250.0,,,440.0,36500.0,137.0,12983.0,650.0,46100.0,134.5,12620.0
2017-05-25,608.0,45000.0,433.5,40000.0,594.0,55000.0,430.0,40000.0,,,362.5,40000.0,225.0,24000.0,413.5,29500.0,300.0,28000.0,,,290.0,28000.0,675.0,60500.0,153.5,14814.0,735.5,76067.0,274.5,20786.0,223.0,23000.0,10.5,370.0,,,335.5,30385.0,257.5,23086.0,471.5,42500.0,703.0,59333.0,226.0,20875.0,153.5,13882.0,128.5,11520.0,110.5,10141.0,,,,,,,330.5,24600.0,242.5,23063.0,408.5,30667.0,287.0,25052.0,,,1762.5,75500.0,325.0,30000.0,575.0,500.0,650.0,,443.5,36500.0,140.5,13434.0,590.5,44214.0,135.5,12904.0
2017-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-28,625.0,45000.0,437.5,40000.0,617.0,55000.0,400.0,40000.0,,,400.0,40000.0,225.0,24000.0,357.5,21750.0,300.0,28000.0,,,290.0,28000.0,675.0,60500.0,151.5,14742.0,779.5,82385.0,220.5,21917.0,210.0,20000.0,11.5,369.0,,,336.5,29538.0,252.5,22354.0,520.0,50000.0,710.5,59333.0,221.0,20143.0,154.5,14000.0,128.5,11467.0,110.5,10012.0,,,,,,,331.5,24500.0,240.5,22900.0,406.0,30846.0,280.0,24938.0,,,775.0,75500.0,325.0,30000.0,812.5,50250.0,,,391.5,36500.0,139.5,13312.0,568.5,50667.0,133.5,12604.0
2017-05-29,385.0,45000.0,290.0,40000.0,541.5,55000.0,425.5,37500.0,,,325.0,,225.0,24000.0,340.0,30000.0,300.0,28000.0,,,290.0,28000.0,,,153.5,14608.0,2795.5,77077.0,400.0,20786.0,200.0,20000.0,11.5,373.0,,,1605.0,29846.0,724.0,22720.0,410.0,37500.0,713.5,59333.0,222.5,20200.0,275.5,14059.0,126.0,11406.0,110.0,10012.0,,,,,,,344.5,24000.0,232.0,22500.0,406.0,30846.0,346.5,25196.0,,,600.0,,325.0,30000.0,812.5,50250.0,,,436.0,36800.0,812.0,13235.0,600.5,44214.0,161.0,12978.0
2017-05-30,,,,,,,,,,,,,,,,,300.0,28000.0,,,,,,,,,35500.0,85000.0,1190.0,16500.0,,,,,,,20700.0,34000.0,12300.0,22000.0,,,,,,,2250.0,22000.0,,,,,,,,,,,,,,,375.0,35000.0,1875.0,25000.0,,,,,,,,,,,,,19000.0,16000.0,,,810.0,12000.0
2017-05-31,,,,,,,,,,,,,,,,,300.0,28000.0,,,,,,,,,18125.0,82500.0,1190.0,16500.0,,,,,,,20700.0,34000.0,4278.5,16200.0,,,,,,,1190.0,17400.0,,,110.0,11000.0,,,,,,,,,,,375.0,35000.0,683.0,25250.0,,,,,,,,,,,,,19000.0,16000.0,,,810.0,12000.0
2017-06-01,575.0,,425.0,,475.0,,425.0,,465.0,,,,,,470.0,47500.0,300.0,28000.0,2600.0,,,,,,193.5,20086.0,3132.0,96667.0,453.5,15167.0,221.5,18313.0,325.0,30000.0,,,2873.5,31667.0,914.0,22008.0,401.5,,650.0,60000.0,230.0,22000.0,309.0,14500.0,123.0,11000.0,107.5,9429.0,202.5,142000.0,,,,,296.5,27750.0,222.0,21643.0,334.0,34167.0,329.5,25447.0,,,500.0,,,,650.0,60000.0,650.0,70000.0,397.5,43000.0,1323.0,13815.0,591.5,51667.0,176.0,12579.0
2017-06-02,,,,,750.0,80000.0,450.0,50000.0,,,,,,,,,,,,,,,,,170.0,14000.0,862.5,60600.0,150.0,13000.0,110.0,110.0,,,,,,,256.5,18740.0,,,335.0,48000.0,190.0,20000.0,145.0,9033.0,112.5,9200.0,118.0,6707.0,450.0,450.0,,,,,,,,,335.0,28000.0,254.0,18413.0,,,,,,,,,,,415.0,440.0,130.0,12000.0,380.0,34000.0,135.0,12000.0
2017-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.0,26000.0,,,,,,,150.0,12000.0,100.0,8000.0,130.0,11000.0,,,,,,,,,,,335.0,28000.0,275.0,29500.0,,,,,,,,,,,,,,,,,145.0,14000.0
2017-06-04,,,,,,,,,,,,,,,550.0,50000.0,300.0,28000.0,,,,,,,184.0,17600.0,3457.5,81244.0,486.0,15167.0,208.0,16528.0,,,,,2877.0,33500.0,917.5,21313.0,,,658.5,60000.0,214.0,18750.0,334.0,14482.0,121.0,10875.0,110.5,9360.0,304.0,71225.0,,,,,301.0,27900.0,236.0,22583.0,326.0,32111.0,405.5,24273.0,,,,,,,650.0,60000.0,750.0,70000.0,472.0,25220.0,1399.0,13364.0,591.5,50000.0,181.0,12864.0
2017-06-05,,,,,750.0,80000.0,450.0,50000.0,,,,,,,600.0,55000.0,300.0,28000.0,,,,,,,166.5,15873.0,2978.0,87836.0,395.0,15100.0,204.0,13703.0,325.0,30000.0,,,2357.0,31875.0,794.5,21777.0,,,632.0,59333.0,210.0,18833.0,289.0,14420.0,122.5,11075.0,112.0,9556.0,304.0,71225.0,,,,,296.0,27583.0,225.0,21875.0,330.5,32333.0,393.5,24614.0,,,,,,,650.0,60000.0,825.0,80000.0,460.5,28480.0,1037.0,13155.0,521.0,41333.0,167.5,12655.0
