date,egg duck-local_avg_retail_price,egg duck-local_avg_wholesale_price,egg farm-red_avg_retail_price,egg farm-red_avg_wholesale_price,egg farm-white_avg_retail_price,egg farm-white_avg_wholesale_price,egg hen-local_avg_retail_price,egg hen-local_avg_wholesale_price
2014-04-03,32.5,725.0,26.0,595.0,26.5,608.0,37.0,844.0
2014-04-04,,,25.0,590.0,,,,
2014-04-05,39.0,,25.5,,25.0,,47.5,
2014-04-06,33.0,745.0,26.5,708.0,26.5,857.0,38.0,858.0
2014-04-07,33.0,753.0,26.5,708.0,26.0,856.0,38.0,868.0
2014-04-08,33.0,756.0,26.5,713.0,26.5,861.0,38.5,882.0
2014-04-09,33.0,770.0,26.5,1820.0,26.5,824.0,38.0,860.0
2014-04-10,33.0,762.0,27.0,627.0,26.5,628.0,37.5,853.0
2014-04-11,,,,,,,,
2014-04-12,,,,,,,,
2014-04-13,33.0,757.0,27.5,626.0,27.5,639.0,38.0,875.0
2014-04-14,,,,,,,,
2014-04-15,33.0,766.0,27.0,620.0,27.0,625.0,38.0,873.0
2014-04-16,33.5,779.0,26.5,1768.0,26.5,621.0,37.0,863.0
2014-04-17,33.0,743.0,26.5,611.0,27.0,622.0,37.0,861.0
2014-04-18,,,,,,,,
2014-04-19,,,,,,,,
2014-04-20,32.0,765.0,26.5,603.0,26.5,612.0,36.5,862.0
2014-04-21,32.0,752.0,26.0,601.0,26.5,613.0,36.0,861.0
2014-04-22,32.0,751.0,25.5,593.0,25.5,593.0,36.0,854.0
2014-04-23,33.0,766.0,25.5,594.0,25.5,595.0,37.0,859.0
2014-04-24,69.0,723.0,25.5,590.0,25.5,593.0,37.0,858.0
2014-04-25,,,,,,,,
2014-04-26,,,,,,,,
2014-04-27,32.5,745.0,25.5,591.0,25.5,580.0,36.5,846.0
2014-04-28,32.0,740.0,25.5,588.0,26.0,589.0,36.5,846.0
2014-04-29,31.5,720.0,25.5,586.0,25.5,586.0,36.5,835.0
2014-04-30,32.5,743.0,25.5,588.0,25.5,580.0,36.5,1235.0
2014-05-01,,,,,,,,
2014-05-02,,,,,,,,
2014-05-03,,,,,,,,
2014-05-04,31.5,728.0,25.5,596.0,25.5,582.0,36.5,1375.0
2014-05-05,31.5,732.0,26.5,600.0,25.5,576.0,37.0,1421.0
2014-05-06,32.5,713.0,26.5,606.0,26.5,587.0,37.5,1419.0
2014-05-07,32.5,737.0,26.5,609.0,26.5,604.0,37.0,1241.0
2014-05-08,31.5,726.0,26.5,621.0,26.5,613.0,37.0,1458.0
2014-05-09,,,,,,,,
2014-05-10,,,,,,,,
2014-05-11,32.0,722.0,27.5,635.0,27.5,632.0,160.5,1385.0
2014-05-12,32.0,699.0,27.5,642.0,27.5,637.0,179.0,1590.0
2014-05-13,,,29.0,670.0,,,,
2014-05-14,33.0,739.0,28.5,657.0,28.0,659.0,38.0,1271.0
2014-05-15,31.5,724.0,27.5,656.0,28.0,658.0,38.0,1440.0
2014-05-16,,,,,,,,
2014-05-17,,,28.0,620.0,,,,
2014-05-18,32.5,728.0,28.5,658.0,28.5,664.0,38.0,1453.0
2014-05-19,,,,,,,,
2014-05-20,32.5,732.0,28.5,657.0,28.5,661.0,38.5,1458.0
2014-05-21,33.5,749.0,28.5,665.0,28.5,658.0,38.5,889.0
2014-05-22,32.5,731.0,28.5,662.0,28.5,659.0,39.0,897.0
2014-05-23,,,,,,,,
2014-05-24,27.0,600.0,31.0,700.0,,,,
2014-05-25,32.5,733.0,28.5,663.0,28.5,663.0,38.5,897.0
2014-05-26,32.5,727.0,28.5,661.0,28.5,666.0,39.0,905.0
2014-05-27,32.5,727.0,28.5,661.0,28.5,659.0,38.0,884.0
2014-05-28,33.0,747.0,28.5,666.0,29.0,671.0,38.5,889.0
2014-05-29,32.5,723.0,28.5,666.0,29.0,671.0,38.0,887.0
2014-05-30,,,,,,,,
2014-05-31,,,,,,,,
2014-06-01,,,,,,,,
2014-06-02,32.5,723.0,28.5,668.0,28.5,668.0,39.0,896.0
2014-06-03,33.0,723.0,28.5,670.0,29.0,668.0,39.0,893.0
2014-06-04,33.5,755.0,29.0,675.0,29.0,670.0,39.0,893.0
2014-06-05,33.5,739.0,29.5,678.0,29.5,668.0,39.0,899.0
2014-06-06,34.5,715.0,30.0,671.0,29.0,680.0,40.0,860.0
2014-06-07,35.5,750.0,30.0,664.0,29.0,660.0,41.0,860.0
2014-06-08,33.5,730.0,29.5,680.0,29.5,674.0,39.5,897.0
2014-06-09,33.0,730.0,29.5,681.0,29.5,678.0,39.5,898.0
2014-06-10,33.0,735.0,29.5,681.0,29.5,682.0,39.5,891.0
2014-06-11,33.5,761.0,29.5,681.0,29.5,676.0,39.0,885.0
2014-06-12,32.5,722.0,29.5,679.0,29.5,675.0,39.0,885.0
2014-06-13,,,,,,,,
2014-06-14,,,,,,,,
2014-06-15,,,,,,,,
2014-06-16,32.5,719.0,29.5,676.0,29.5,676.0,39.0,878.0
2014-06-17,33.0,727.0,29.5,676.0,29.5,676.0,39.0,876.0
2014-06-18,33.5,770.0,29.0,672.0,28.5,674.0,39.0,884.0
2014-06-19,32.5,743.0,29.0,672.0,29.0,667.0,39.0,887.0
2014-06-20,,,31.0,770.0,31.0,750.0,,
2014-06-21,,,,,,,,
2014-06-22,32.5,745.0,29.0,673.0,29.0,670.0,39.0,880.0
2014-06-23,32.5,740.0,29.0,672.0,29.0,668.0,39.0,898.0
2014-06-24,32.5,739.0,29.0,671.0,29.0,669.0,39.0,877.0
2014-06-25,33.5,760.0,29.0,669.0,29.0,665.0,39.0,888.0
2014-06-26,32.5,721.0,29.0,668.0,28.5,668.0,39.0,881.0
2014-06-27,,,,,,,,
2014-06-28,,,,,,,,
2014-06-29,32.5,716.0,29.0,669.0,29.0,667.0,39.0,871.0
2014-06-30,32.5,720.0,29.0,670.0,29.0,666.0,39.0,880.0
2014-07-01,32.5,729.0,29.0,669.0,29.0,670.0,39.0,881.0
2014-07-02,33.5,755.0,29.0,675.0,29.0,673.0,39.0,885.0
2014-07-03,32.0,729.0,29.0,670.0,29.0,668.0,39.5,886.0
2014-07-04,,,,,,,,
2014-07-05,,,29.5,670.0,29.0,740.0,,720.0
2014-07-06,32.5,739.0,29.0,671.0,29.0,670.0,39.5,887.0
2014-07-07,32.5,748.0,29.0,673.0,29.0,671.0,40.0,895.0
2014-07-08,32.5,745.0,29.5,675.0,29.0,673.0,40.0,894.0
2014-07-09,34.0,780.0,29.5,679.0,29.0,675.0,39.0,897.0
2014-07-10,33.0,750.0,29.5,677.0,29.0,673.0,40.0,904.0
2014-07-11,,,,,,,,
2014-07-12,,,,,,,,
2014-07-13,,,,,,,,
2014-07-14,33.5,753.0,29.0,668.0,28.5,661.0,39.0,890.0
2014-07-15,33.0,746.0,28.5,661.0,28.5,649.0,39.0,886.0
2014-07-16,34.5,792.0,28.5,660.0,28.5,652.0,39.0,885.0
2014-07-17,33.5,770.0,28.5,657.0,28.0,652.0,40.0,891.0
2014-07-18,,,,,,,,
2014-07-19,,,,,,,,
2014-07-20,33.5,766.0,28.5,660.0,28.5,657.0,40.0,883.0
2014-07-21,33.5,766.0,28.5,660.0,28.5,658.0,40.0,883.0
2014-07-22,33.5,769.0,28.5,663.0,28.5,658.0,40.0,894.0
2014-07-23,34.5,796.0,28.5,663.0,28.5,658.0,39.0,886.0
2014-07-24,33.5,773.0,28.5,660.0,28.5,655.0,40.0,906.0
2014-07-25,,,,,,,,
2014-07-26,,,,,,,,
2014-07-27,33.5,765.0,28.5,663.0,28.5,659.0,40.0,893.0
2014-07-28,,,,,,,,
2014-07-29,,,,,,,,
2014-07-30,37.5,834.0,28.5,662.0,28.0,648.0,38.5,747.0
2014-07-31,34.0,788.0,28.5,669.0,28.5,664.0,39.0,869.0
2014-08-01,,,,,,,,
2014-08-02,,,,,,,,
2014-08-03,34.0,774.0,29.0,669.0,29.0,662.0,39.0,859.0
2014-08-04,33.5,774.0,28.5,668.0,28.5,658.0,39.5,888.0
2014-08-05,35.0,804.0,29.5,680.0,29.5,669.0,40.0,910.0
2014-08-06,35.5,828.0,29.5,692.0,29.0,681.0,40.0,898.0
2014-08-07,35.0,806.0,30.0,701.0,30.0,692.0,40.0,903.0
2014-08-08,,,,,,,,
2014-08-09,,,,,,,,
2014-08-10,34.5,807.0,31.0,924.0,30.5,712.0,40.5,923.0
2014-08-11,35.5,819.0,31.5,913.0,31.0,717.0,40.0,923.0
2014-08-12,36.0,822.0,32.5,930.0,31.5,722.0,41.0,935.0
2014-08-13,37.5,851.0,32.5,770.0,31.5,743.0,40.5,917.0
2014-08-14,36.5,837.0,33.5,979.0,32.5,754.0,41.0,944.0
2014-08-15,,,,,,,,
2014-08-16,,,,,,,,
2014-08-17,,,,,,,,
2014-08-18,37.0,851.0,34.5,1005.0,33.5,772.0,41.5,964.0
2014-08-19,37.0,848.0,34.5,991.0,34.0,774.0,42.0,965.0
2014-08-20,38.0,874.0,34.5,815.0,34.0,802.0,42.0,951.0
2014-08-21,38.0,870.0,35.0,1014.0,34.5,799.0,43.0,999.0
2014-08-22,,,,,,,,
2014-08-23,,,,,,,,
2014-08-24,37.5,866.0,34.5,802.0,33.5,784.0,42.0,980.0
2014-08-25,38.0,869.0,34.5,801.0,34.0,783.0,42.0,987.0
2014-08-26,38.0,869.0,34.5,800.0,34.0,781.0,42.5,985.0
2014-08-27,38.0,871.0,33.5,794.0,33.5,781.0,42.0,954.0
2014-08-28,38.0,864.0,33.5,792.0,33.0,771.0,43.0,989.0
2014-08-29,,,,,,,,
2014-08-30,,,,,,,,
2014-08-31,38.0,870.0,33.5,784.0,33.0,762.0,42.0,979.0
2014-09-01,38.0,870.0,33.5,783.0,33.0,761.0,42.0,979.0
2014-09-02,38.0,868.0,33.5,778.0,33.0,760.0,42.0,978.0
2014-09-03,38.0,887.0,33.5,777.0,33.0,762.0,42.0,947.0
2014-09-04,37.5,872.0,33.0,776.0,32.5,759.0,42.5,985.0
2014-09-05,,,,,,,,
2014-09-06,,,,,,,,
2014-09-07,38.0,879.0,33.0,771.0,32.5,753.0,42.5,985.0
2014-09-08,38.0,878.0,33.0,769.0,32.0,752.0,42.0,983.0
2014-09-09,38.0,882.0,33.0,766.0,120.0,752.0,42.0,978.0
2014-09-10,37.5,869.0,32.5,763.0,32.0,758.0,41.0,961.0
2014-09-11,38.0,907.0,32.5,761.0,32.0,744.0,42.5,967.0
2014-09-12,,,,,,,,
2014-09-13,,,,,,,,
2014-09-14,38.0,907.0,32.5,755.0,32.0,735.0,42.5,968.0
2014-09-15,38.0,919.0,32.5,757.0,31.5,733.0,43.5,971.0
2014-09-16,38.0,920.0,32.5,754.0,31.5,734.0,43.0,981.0
2014-09-17,39.0,906.0,32.0,750.0,32.0,739.0,43.0,964.0
2014-09-18,38.0,923.0,32.0,752.0,31.5,732.0,43.0,982.0
2014-09-19,,,,,,,,
2014-09-20,,,34.5,800.0,,,,
2014-09-21,38.5,929.0,31.5,749.0,31.5,726.0,43.0,991.0
2014-09-22,,,,,,,,
2014-09-23,,,,,,,,
2014-09-24,,,,,,,,
2014-09-25,,,,,,,,
2014-09-26,,,,,,,,
2014-09-27,,,,,,,,
2014-09-28,,,,,,,,
2014-09-29,,,,,,,,
2014-09-30,,,,,,,,
2014-10-01,,,,,,,,
2014-10-02,,,,,,,,
2014-10-03,,,,,,,,
2014-10-04,,,,,,,,
2014-10-05,,,,,,,,
2014-10-06,,,,,,,,
2014-10-07,,,,,,,,
2014-10-08,,,,,,,,
2014-10-09,,,,,,,,
2014-10-10,,,,,,,,
2014-10-11,,,,,,,,
2014-10-12,,,,,,,,
2014-10-13,,,,,,,,
2014-10-14,,,,,,,,
2014-10-15,,,,,,,,
2014-10-16,,,,,,,,
2014-10-17,,,,,,,,
2014-10-18,,,,,,,,
2014-10-19,,,,,,,,
2014-10-20,,,,,,,,
2014-10-21,,,,,,,,
2014-10-22,,,,,,,,
2014-10-23,,,,,,,,
2014-10-24,,,,,,,,
2014-10-25,,,,,,,,
2014-10-26,,,,,,,,
2014-10-27,,,,,,,,
2014-10-28,,,,,,,,
2014-10-29,,,,,,,,
2014-10-30,,,,,,,,
2014-10-31,,,,,,,,
2014-11-01,,,,,,,,
2014-11-02,,,,,,,,
2014-11-03,,,,,,,,
2014-11-04,,,,,,,,
2014-11-05,,,,,,,,
2014-11-06,,,,,,,,
2014-11-07,,,,,,,,
2014-11-08,,,,,,,,
2014-11-09,,,,,,,,
2014-11-10,,,,,,,,
2014-11-11,,,,,,,,
2014-11-12,,,,,,,,
2014-11-13,,,,,,,,
2014-11-14,,,,,,,,
2014-11-15,,,,,,,,
2014-11-16,,,,,,,,
2014-11-17,,,,,,,,
2014-11-18,,,,,,,,
2014-11-19,,,,,,,,
2014-11-20,,,,,,,,
2014-11-21,,,,,,,,
2014-11-22,,,,,,,,
2014-11-23,,,,,,,,
2014-11-24,,,,,,,,
2014-11-25,,,,,,,,
2014-11-26,,,,,,,,
2014-11-27,,,,,,,,
2014-11-28,,,,,,,,
2014-11-29,,,,,,,,
2014-11-30,,,,,,,,
2014-12-01,,,,,,,,
2014-12-02,,,,,,,,
2014-12-03,,,,,,,,
2014-12-04,,,,,,,,
2014-12-05,,,,,,,,
2014-12-06,,,,,,,,
2014-12-07,,,,,,,,
2014-12-08,,,,,,,,
2014-12-09,,,,,,,,
2014-12-10,,,,,,,,
2014-12-11,,,,,,,,
2014-12-12,,,,,,,,
2014-12-13,,,,,,,,
2014-12-14,,,,,,,,
2014-12-15,,,,,,,,
2014-12-16,,,,,,,,
2014-12-17,,,,,,,,
2014-12-18,,,,,,,,
2014-12-19,,,,,,,,
2014-12-20,,,,,,,,
2014-12-21,,,,,,,,
2014-12-22,,,,,,,,
2014-12-23,,,,,,,,
2014-12-24,,,,,,,,
2014-12-25,,,,,,,,
2014-12-26,,,,,,,,
2014-12-27,,,,,,,,
2014-12-28,,,,,,,,
2014-12-29,,,,,,,,
2014-12-30,,,,,,,,
2014-12-31,,,,,,,,
2015-01-01,,,,,,,,
2015-01-02,,,,,,,,
2015-01-03,,,,,,,,
2015-01-04,,,,,,,,
2015-01-05,,,,,,,,
2015-01-06,,,,,,,,
2015-01-07,,,,,,,,
2015-01-08,,,,,,,,
2015-01-09,,,,,,,,
2015-01-10,,,,,,,,
2015-01-11,,,,,,,,
2015-01-12,,,,,,,,
2015-01-13,,,,,,,,
2015-01-14,,,,,,,,
2015-01-15,,,,,,,,
2015-01-16,,,,,,,,
2015-01-17,,,,,,,,
2015-01-18,,,,,,,,
2015-01-19,,,,,,,,
2015-01-20,,,,,,,,
2015-01-21,,,,,,,,
2015-01-22,,,,,,,,
2015-01-23,,,,,,,,
2015-01-24,,,,,,,,
2015-01-25,,,,,,,,
2015-01-26,,,,,,,,
2015-01-27,,,,,,,,
2015-01-28,,,,,,,,
2015-01-29,,,,,,,,
2015-01-30,,,,,,,,
2015-01-31,,,,,,,,
2015-02-01,,,,,,,,
2015-02-02,,,,,,,,
2015-02-03,,,,,,,,
2015-02-04,,,,,,,,
2015-02-05,,,,,,,,
2015-02-06,,,,,,,,
2015-02-07,,,,,,,,
2015-02-08,,,,,,,,
2015-02-09,,,,,,,,
2015-02-10,,,,,,,,
2015-02-11,,,,,,,,
2015-02-12,,,,,,,,
2015-02-13,,,,,,,,
2015-02-14,,,,,,,,
2015-02-15,,,,,,,,
2015-02-16,,,,,,,,
2015-02-17,,,,,,,,
2015-02-18,,,,,,,,
2015-02-19,,,,,,,,
2015-02-20,,,,,,,,
2015-02-21,,,,,,,,
2015-02-22,,,,,,,,
2015-02-23,,,,,,,,
2015-02-24,,,,,,,,
2015-02-25,,,,,,,,
2015-02-26,,,,,,,,
2015-02-27,,,,,,,,
2015-02-28,,,,,,,,
2015-03-01,,,,,,,,
2015-03-02,,,,,,,,
2015-03-03,,,,,,,,
2015-03-04,,,,,,,,
2015-03-05,,,,,,,,
2015-03-06,,,,,,,,
2015-03-07,,,,,,,,
2015-03-08,,,,,,,,
2015-03-09,,,,,,,,
2015-03-10,,,,,,,,
2015-03-11,,,,,,,,
2015-03-12,,,,,,,,
2015-03-13,,,,,,,,
2015-03-14,,,,,,,,
2015-03-15,,,,,,,,
2015-03-16,,,,,,,,
2015-03-17,,,,,,,,
2015-03-18,,,,,,,,
2015-03-19,,,,,,,,
2015-03-20,,,,,,,,
2015-03-21,,,,,,,,
2015-03-22,,,,,,,,
2015-03-23,,,,,,,,
2015-03-24,,,,,,,,
2015-03-25,,,,,,,,
2015-03-26,,,,,,,,
2015-03-27,,,,,,,,
2015-03-28,,,,,,,,
2015-03-29,,,,,,,,
2015-03-30,,,,,,,,
2015-03-31,,,,,,,,
2015-04-01,,,,,,,,
2015-04-02,,,,,,,,
2015-04-03,,,,,,,,
2015-04-04,,,,,,,,
2015-04-05,,,,,,,,
2015-04-06,,,,,,,,
2015-04-07,,,,,,,,
2015-04-08,,,,,,,,
2015-04-09,,,,,,,,
2015-04-10,,,,,,,,
2015-04-11,,,,,,,,
2015-04-12,,,,,,,,
2015-04-13,,,,,,,,
2015-04-14,,,,,,,,
2015-04-15,,,,,,,,
2015-04-16,,,,,,,,
2015-04-17,,,,,,,,
2015-04-18,,,,,,,,
2015-04-19,,,,,,,,
2015-04-20,,,,,,,,
2015-04-21,,,,,,,,
2015-04-22,,,,,,,,
2015-04-23,,,,,,,,
2015-04-24,,,,,,,,
2015-04-25,,,,,,,,
2015-04-26,,,,,,,,
2015-04-27,,,,,,,,
2015-04-28,,,,,,,,
2015-04-29,,,,,,,,
2015-04-30,,,,,,,,
2015-05-01,,,,,,,,
2015-05-02,,,,,,,,
2015-05-03,,,,,,,,
2015-05-04,,,,,,,,
2015-05-05,,,,,,,,
2015-05-06,,,,,,,,
2015-05-07,,,,,,,,
2015-05-08,,,,,,,,
2015-05-09,,,,,,,,
2015-05-10,,,,,,,,
2015-05-11,,,,,,,,
2015-05-12,,,,,,,,
2015-05-13,,,,,,,,
2015-05-14,,,,,,,,
2015-05-15,,,,,,,,
2015-05-16,,,,,,,,
2015-05-17,,,,,,,,
2015-05-18,,,,,,,,
2015-05-19,,,,,,,,
2015-05-20,,,,,,,,
2015-05-21,,,,,,,,
2015-05-22,,,,,,,,
2015-05-23,,,,,,,,
2015-05-24,,,,,,,,
2015-05-25,,,,,,,,
2015-05-26,,,,,,,,
2015-05-27,,,,,,,,
2015-05-28,,,,,,,,
2015-05-29,,,,,,,,
2015-05-30,,,,,,,,
2015-05-31,,,,,,,,
2015-06-01,,,,,,,,
2015-06-02,,,,,,,,
2015-06-03,,,,,,,,
2015-06-04,,,,,,,,
2015-06-05,,,,,,,,
2015-06-06,,,,,,,,
2015-06-07,,,,,,,,
2015-06-08,,,,,,,,
2015-06-09,,,,,,,,
2015-06-10,,,,,,,,
2015-06-11,,,,,,,,
2015-06-12,,,,,,,,
2015-06-13,,,,,,,,
2015-06-14,,,,,,,,
2015-06-15,,,,,,,,
2015-06-16,,,74.5,660.0,29.5,15200.0,,
2015-06-17,,,31.5,680.0,28.5,6000.0,,
2015-06-18,,,33.5,760.0,157.5,,,
2015-06-19,,,,,,,,
2015-06-20,,,,,,,,
2015-06-21,,,31.5,717.0,31.5,680.0,,
2015-06-22,,,31.5,5427.0,30.5,3340.0,,
2015-06-23,,,30.5,2290.0,55.5,2463.0,,900.0
2015-06-24,37.0,,31.0,5427.0,92.0,6000.0,43.5,900.0
2015-06-25,39.0,800.0,31.0,693.0,73.0,3360.0,41.5,985.0
2015-06-26,,,,,,,,
2015-06-27,35.5,870.0,32.0,15000.0,,,,
2015-06-28,36.5,900.0,31.0,2287.0,51.0,2463.0,42.0,1000.0
2015-06-29,38.0,833.0,31.0,2003.0,55.5,2043.0,40.5,1000.0
2015-06-30,37.5,775.0,31.0,2744.0,72.0,6000.0,41.5,1025.0
2015-07-01,37.0,773.0,31.0,2496.0,31.0,697.0,42.0,924.0
2015-07-02,37.0,750.0,29.5,701.0,94.0,3360.0,41.5,900.0
2015-07-03,,,,,,,,
2015-07-04,39.0,900.0,31.5,7875.0,31.0,740.0,39.0,950.0
2015-07-05,35.0,763.0,30.0,1893.0,62.5,2490.0,36.0,1000.0
2015-07-06,36.0,813.0,31.0,2296.0,52.0,3375.0,42.0,1013.0
2015-07-07,37.0,840.0,30.5,1996.0,62.0,3360.0,39.5,977.0
2015-07-08,29.0,740.0,30.0,690.0,29.5,620.0,41.0,960.0
2015-07-09,35.0,813.0,30.0,1885.0,30.5,680.0,41.0,963.0
2015-07-10,,,,,,,,
2015-07-11,,,,,,,,
2015-07-12,35.0,770.0,30.0,5413.0,29.5,6000.0,43.0,920.0
2015-07-13,36.0,830.0,30.0,696.0,30.0,3365.0,40.0,900.0
2015-07-14,36.5,788.0,29.5,686.0,30.0,3320.0,41.0,902.0
2015-07-15,35.0,800.0,29.5,690.0,30.0,620.0,41.5,930.0
2015-07-16,35.5,830.0,30.0,706.0,30.5,685.0,41.0,953.0
2015-07-17,,,,,,,,
2015-07-18,,,,,,,,
2015-07-19,,,32.0,800.0,,,,
2015-07-20,35.0,830.0,30.0,696.0,56.0,1998.0,40.0,950.0
2015-07-21,33.5,800.0,30.5,701.0,62.5,3320.0,43.5,1045.0
2015-07-22,36.0,808.0,30.0,692.0,30.0,1553.0,40.0,901.0
2015-07-23,37.0,835.0,30.0,700.0,30.0,3345.0,41.0,977.0
2015-07-24,,,,,,,,
2015-07-25,,,32.0,800.0,,,,
2015-07-26,36.5,870.0,30.0,695.0,29.5,2450.0,39.5,890.0
2015-07-27,,620.0,31.0,717.0,31.0,677.0,43.5,660.0
2015-07-28,32.5,755.0,31.0,729.0,30.0,740.0,39.0,840.0
2015-07-29,,620.0,32.0,767.0,31.0,720.0,43.5,660.0
2015-07-30,33.5,770.0,31.5,734.0,30.0,900.0,39.0,850.0
2015-07-31,,,,,,,,
2015-08-01,,,32.0,800.0,,,,
2015-08-02,,620.0,32.5,766.0,33.0,770.0,,660.0
2015-08-03,37.0,880.0,33.5,780.0,27.5,,,
2015-08-04,,620.0,33.5,792.0,31.0,720.0,,660.0
2015-08-05,37.0,880.0,35.0,840.0,27.5,,,
2015-08-06,,,,,,,,
2015-08-07,,,,,,,,
2015-08-08,,,,,,,,
2015-08-09,,,,,,,,
2015-08-10,,,,,,,,
2015-08-11,,,,,,,,
2015-08-12,,,,,,,,
2015-08-13,,,,,,,,
2015-08-14,,,,,,,,
2015-08-15,,,,,,,,
2015-08-16,,,,,,,,
2015-08-17,,,,,,,,
2015-08-18,,,,,,,,
2015-08-19,,,,,,,,
2015-08-20,,,,,,,,
2015-08-21,,,,,,,,
2015-08-22,,,,,,,,
2015-08-23,,,,,,,,
2015-08-24,,,,,,,,
2015-08-25,,,,,,,,
2015-08-26,,,,,,,,
2015-08-27,,,,,,,,
2015-08-28,,,,,,,,
2015-08-29,,,,,,,,
2015-08-30,,,,,,,,
2015-08-31,,,,,,,,
2015-09-01,,,,,,,,
2015-09-02,,,,,,,,
2015-09-03,,,,,,,,
2015-09-04,,,,,,,,
2015-09-05,,,,,,,,
2015-09-06,,,,,,,,
2015-09-07,,,,,,,,
2015-09-08,,,,,,,,
2015-09-09,,,,,,,,
2015-09-10,,,,,,,,
2015-09-11,,,,,,,,
2015-09-12,,,,,,,,
2015-09-13,,,,,,,,
2015-09-14,,,,,,,,
2015-09-15,,,,,,,,
2015-09-16,,,,,,,,
2015-09-17,,,,,,,,
2015-09-18,,,,,,,,
2015-09-19,,,,,,,,
2015-09-20,,,,,,,,
2015-09-21,,,,,,,,
2015-09-22,,,,,,,,
2015-09-23,,,,,,,,
2015-09-24,,,,,,,,
2015-09-25,,,,,,,,
2015-09-26,,,,,,,,
2015-09-27,,,,,,,,
2015-09-28,,,,,,,,
2015-09-29,,,,,,,,
2015-09-30,,,,,,,,
2015-10-01,,,,,,,,
2015-10-02,,,,,,,,
2015-10-03,,,,,,,,
2015-10-04,,,,,,,,
2015-10-05,,,,,,,,
2015-10-06,,,,,,,,
2015-10-07,,,,,,,,
2015-10-08,,,,,,,,
2015-10-09,,,,,,,,
2015-10-10,,,,,,,,
2015-10-11,,,,,,,,
2015-10-12,,,,,,,,
2015-10-13,,,,,,,,
2015-10-14,,,,,,,,
2015-10-15,,,,,,,,
2015-10-16,,,,,,,,
2015-10-17,,,,,,,,
2015-10-18,,,,,,,,
2015-10-19,,,,,,,,
2015-10-20,,,,,,,,
2015-10-21,,,,,,,,
2015-10-22,,,,,,,,
2015-10-23,,,,,,,,
2015-10-24,,,,,,,,
2015-10-25,,,,,,,,
2015-10-26,,,,,,,,
2015-10-27,,,,,,,,
2015-10-28,,,,,,,,
2015-10-29,,,,,,,,
2015-10-30,,,,,,,,
2015-10-31,,,,,,,,
2015-11-01,,,,,,,,
2015-11-02,,,,,,,,
2015-11-03,,,,,,,,
2015-11-04,,,,,,,,
2015-11-05,,,,,,,,
2015-11-06,,,,,,,,
2015-11-07,,,,,,,,
2015-11-08,,,,,,,,
2015-11-09,,,,,,,,
2015-11-10,,,,,,,,
2015-11-11,,,,,,,,
2015-11-12,,,,,,,,
2015-11-13,,,,,,,,
2015-11-14,,,,,,,,
2015-11-15,,,,,,,,
2015-11-16,,,,,,,,
2015-11-17,,,,,,,,
2015-11-18,,,,,,,,
2015-11-19,,,,,,,,
2015-11-20,,,,,,,,
2015-11-21,,,,,,,,
2015-11-22,,,,,,,,
2015-11-23,,,,,,,,
2015-11-24,,,,,,,,
2015-11-25,,,,,,,,
2015-11-26,,,,,,,,
2015-11-27,,,,,,,,
2015-11-28,,,,,,,,
2015-11-29,,,,,,,,
2015-11-30,,,,,,,,
2015-12-01,,,,,,,,
2015-12-02,,,,,,,,
2015-12-03,,,,,,,,
2015-12-04,,,,,,,,
2015-12-05,,,,,,,,
2015-12-06,,,,,,,,
2015-12-07,,,,,,,,
2015-12-08,,,,,,,,
2015-12-09,,,,,,,,
2015-12-10,,,,,,,,
2015-12-11,,,,,,,,
2015-12-12,,,,,,,,
2015-12-13,,,,,,,,
2015-12-14,,,,,,,,
2015-12-15,,,,,,,,
2015-12-16,,,,,,,,
2015-12-17,,,,,,,,
2015-12-18,,,,,,,,
2015-12-19,,,,,,,,
2015-12-20,,,,,,,,
2015-12-21,,,,,,,,
2015-12-22,,,,,,,,
2015-12-23,,,,,,,,
2015-12-24,,,,,,,,
2015-12-25,,,,,,,,
2015-12-26,,,,,,,,
2015-12-27,,,,,,,,
2015-12-28,,,,,,,,
2015-12-29,,,,,,,,
2015-12-30,,,,,,,,
2015-12-31,,,,,,,,
2016-01-01,,,,,,,,
2016-01-02,,,,,,,,
2016-01-03,39.0,901.0,32.0,748.0,31.0,727.0,54.5,945.0
2016-01-04,39.0,899.0,32.0,753.0,31.5,735.0,56.5,939.0
2016-01-05,39.0,908.0,32.5,756.0,31.5,741.0,41.5,950.0
2016-01-06,38.5,898.0,31.5,752.0,31.5,741.0,42.0,969.0
2016-01-07,39.0,913.0,32.0,752.0,31.5,740.0,42.5,963.0
2016-01-08,,,,,,,,
2016-01-09,,,,,,,,
2016-01-10,39.0,907.0,32.0,755.0,31.5,743.0,42.5,969.0
2016-01-11,39.5,923.0,32.0,758.0,31.5,748.0,41.5,979.0
2016-01-12,40.0,920.0,32.5,761.0,31.5,750.0,42.5,971.0
2016-01-13,39.0,901.0,32.0,756.0,31.5,738.0,42.5,971.0
2016-01-14,39.5,905.0,32.0,758.0,31.5,745.0,42.0,970.0
2016-01-15,,,,,,,,
2016-01-16,,,32.0,750.0,,,,
2016-01-17,40.0,909.0,32.0,758.0,31.5,749.0,42.5,970.0
2016-01-18,40.0,920.0,32.0,755.0,31.0,744.0,41.5,942.0
2016-01-19,40.0,895.0,32.0,750.0,31.0,737.0,42.5,932.0
