date,chemical fertilizer - d. a. p_avg_retail_price,chemical fertilizer - d. a. p_avg_wholesale_price,chemical fertilizer - gypsum (imported)_avg_retail_price,chemical fertilizer - gypsum (imported)_avg_wholesale_price,chemical fertilizer - gypsum (local)_avg_retail_price,chemical fertilizer - gypsum (local)_avg_wholesale_price,chemical fertilizer - m. p (imported) - china_avg_retail_price,chemical fertilizer - m. p (imported) - china_avg_wholesale_price,chemical fertilizer - m. p (imported) - russia_avg_retail_price,chemical fertilizer - m. p (imported) - russia_avg_wholesale_price,chemical fertilizer - s. s. p (imported) - crystal_avg_retail_price,chemical fertilizer - s. s. p (imported) - crystal_avg_wholesale_price,chemical fertilizer - s. s. p (imported) - powder_avg_retail_price,chemical fertilizer - s. s. p (imported) - powder_avg_wholesale_price,chemical fertilizer - s. s. p (local) - powder_avg_retail_price,chemical fertilizer - s. s. p (local) - powder_avg_wholesale_price,chemical fertilizer - t. s. p. (imported)_avg_retail_price,chemical fertilizer - t. s. p. (imported)_avg_wholesale_price,chemical fertilizer - t. s. p. (local)_avg_retail_price,chemical fertilizer - t. s. p. (local)_avg_wholesale_price,chemical fertilizer - urea (ghorashal)_avg_retail_price,chemical fertilizer - urea (ghorashal)_avg_wholesale_price,chemical fertilizer - urea (jamuna)_avg_retail_price,chemical fertilizer - urea (jamuna)_avg_wholesale_price,chemical fertilizer - urea (kafco)_avg_retail_price,chemical fertilizer - urea (kafco)_avg_wholesale_price,chemical fertilizer - urea (zia)_avg_retail_price,chemical fertilizer - urea (zia)_avg_wholesale_price,chemical fertilizer - zinc (imported)_avg_retail_price,chemical fertilizer - zinc (imported)_avg_wholesale_price,chemical fertilizer - zinc (local)_avg_retail_price,chemical fertilizer - zinc (local)_avg_wholesale_price,compost manure - cow dung_avg_retail_price,compost manure - cow dung_avg_wholesale_price
2017-03-01,25.5,1250.0,,,9.0,415.0,15.5,750.0,15.0,750.0,,,,,,,22.5,1075.0,,,,,16.5,800.0,16.5,800.0,16.0,800.0,,10000.0,155.0,,,
2017-03-02,25.5,1250.0,,,10.0,415.0,15.5,750.0,15.0,750.0,,,,,,,22.5,1083.0,,,,,16.5,800.0,16.5,800.0,16.0,800.0,,10000.0,155.0,,,
2017-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-05,25.0,1250.0,,,10.0,450.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,800.0,,,,,,
2017-03-06,25.5,1250.0,,,10.0,415.0,15.5,750.0,15.0,750.0,,,,,,,22.5,1083.0,,,,,16.5,800.0,16.5,800.0,16.0,800.0,,10000.0,155.0,,,
2017-03-07,25.5,1250.0,,,10.0,415.0,15.5,750.0,15.0,750.0,,,,,,,22.5,1083.0,,,,,16.5,800.0,16.5,800.0,16.0,800.0,,10000.0,155.0,,,
2017-03-08,25.5,1250.0,,,10.0,415.0,15.5,750.0,15.0,750.0,,,,,,,22.5,1075.0,,,,,16.5,800.0,16.5,800.0,16.0,800.0,,10000.0,155.0,,,
2017-03-09,25.0,1250.0,,,10.0,450.0,,750.0,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,800.0,,,,,,
2017-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-12,25.0,1250.0,,,10.0,450.0,,750.0,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,800.0,,,,,,
2017-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-14,25.5,1250.0,,,10.0,415.0,15.5,750.0,15.0,750.0,,,,,,,22.5,1083.0,,,,,16.5,800.0,16.5,800.0,16.0,800.0,,10000.0,155.0,,,
2017-03-15,25.5,1250.0,,,10.0,415.0,15.5,750.0,15.0,750.0,,,,,,,22.5,1075.0,,,,,16.5,800.0,16.5,800.0,16.0,800.0,,10000.0,155.0,,,
2017-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-21,25.5,1250.0,,,,380.0,15.5,750.0,15.0,,,,,,,,22.5,1075.0,,,,,16.5,800.0,16.5,800.0,16.0,800.0,,10000.0,155.0,,,
2017-03-22,25.0,1250.0,,,10.0,450.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,800.0,,,,,,
2017-03-23,25.0,1250.0,,,10.0,450.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,800.0,,,,,,
2017-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-02,25.0,1250.0,,,,,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,770.0,,,,,,
2017-04-03,,1230.0,,,,,,730.0,,,,,,,,,,1100.0,,1080.0,,,,780.0,,780.0,,,,,,,,
2017-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-17,29.0,1360.0,,,6.5,260.0,15.5,700.0,,,,,,,,,23.5,1100.0,,,,,17.5,800.0,16.5,750.0,,,,,150.0,,,
2017-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-19,25.0,1250.0,,,,,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,770.0,,,,,,
2017-04-20,25.0,1250.0,,,,,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,770.0,,,,,,
2017-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-23,25.0,1250.0,,,,,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,770.0,,,,,,
2017-04-24,25.0,1250.0,,,,,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,770.0,,,,,,
2017-04-25,25.0,1250.0,,,14.0,,15.0,750.0,15.0,750.0,,,,,,,22.0,1100.0,,,16.0,800.0,,,,,16.0,770.0,,,150.0,,,
2017-04-26,25.5,1245.0,,,12.0,415.0,15.0,729.0,15.0,747.0,,,,,,,22.5,1095.0,,,16.0,787.0,16.5,800.0,16.0,800.0,16.0,783.0,,10000.0,152.5,,,
2017-04-27,26.0,1261.0,,,12.0,450.0,15.0,735.0,15.0,747.0,,,,,,,22.5,1102.0,,,16.0,787.0,,,16.0,750.0,16.0,788.0,,,150.0,,,
2017-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-30,25.0,1233.0,,,12.0,450.0,15.0,737.0,15.0,747.0,,,,,,,22.5,1108.0,,,16.0,800.0,,,16.0,800.0,16.0,788.0,,,150.0,,,
2017-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-08,,,,,10.0,,16.5,,15.0,,,,,,,,22.0,,25.5,,,,,,16.5,,16.0,,,,,,,
2017-05-09,25.0,,,,,,16.5,,15.0,,,,,,,,22.0,,25.5,,,,,,16.5,,16.0,,,,,,,
2017-05-10,25.5,1210.0,,,,,16.5,760.0,,,,,,,,,,,25.5,1110.0,,,,,16.5,810.0,,,,,,,,
2017-05-11,25.5,1210.0,,,,,16.5,760.0,,,,,,,,,,,25.5,1110.0,,,,,16.5,810.0,,,,,,,,
2017-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-17,25.0,1250.0,,,,,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,770.0,,,,,,
2017-05-18,25.0,1250.0,,,,,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,770.0,,,,,,
2017-05-19,25.0,1250.0,,,,,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,770.0,,,,,,
2017-05-20,25.0,1250.0,,,,,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,770.0,,,,,,
2017-05-21,26.0,1266.0,,,10.0,450.0,15.5,728.0,15.0,750.0,,,,,,,22.5,1079.0,,,16.0,774.0,16.5,800.0,16.5,800.0,16.0,785.0,,10000.0,155.0,,,
2017-05-22,25.5,1245.0,,,12.0,450.0,15.0,736.0,15.0,743.0,,,,,,,22.5,1094.0,,,16.0,787.0,16.5,800.0,16.0,800.0,16.0,788.0,,10000.0,152.5,,,
2017-05-23,25.5,1244.0,,,10.0,450.0,15.5,733.0,15.0,743.0,,,,,,,22.5,1093.0,,,16.0,774.0,16.5,800.0,16.0,800.0,16.0,788.0,,10000.0,155.0,,,
2017-05-24,25.5,1242.0,,,12.0,450.0,15.5,729.0,15.0,740.0,,,,,,,22.5,1099.0,,,16.0,787.0,16.0,,16.0,800.0,16.0,790.0,,,150.0,,,
2017-05-25,25.5,1244.0,,,12.0,450.0,15.0,736.0,15.0,740.0,,,,,,,22.5,1093.0,,,16.0,787.0,16.5,800.0,16.0,800.0,16.0,793.0,,10000.0,152.5,,,
2017-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-28,25.5,1242.0,,,9.0,450.0,15.5,729.0,15.0,740.0,,,,,,,22.5,1091.0,,,16.0,774.0,16.5,800.0,16.0,800.0,16.0,790.0,,10000.0,155.0,,,
2017-05-29,25.5,1261.0,,,12.0,450.0,15.0,741.0,15.0,750.0,,,,,,,22.0,1086.0,,,16.0,787.0,16.5,800.0,16.5,800.0,16.0,800.0,,10000.0,152.5,,,
2017-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-01,26.0,1240.0,,,10.5,,15.5,755.0,15.0,743.0,,,,,,,23.0,1108.0,25.5,1110.0,16.0,800.0,17.5,,16.5,810.0,16.0,785.0,,,150.0,,,
2017-06-02,,,,,10.0,90.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,800.0,,,,,,
2017-06-03,,,,,10.0,90.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,800.0,,,,,,
2017-06-04,25.5,1238.0,,,12.0,90.0,16.0,755.0,15.0,743.0,,,,,,,23.0,1108.0,25.5,1110.0,16.0,800.0,,,16.5,810.0,16.0,785.0,,,150.0,,,
2017-06-05,26.0,1240.0,,,10.5,90.0,15.5,753.0,15.0,743.0,,,,,,,23.0,1106.0,25.5,1110.0,16.0,800.0,17.5,,16.5,810.0,16.0,785.0,,,150.0,,,
2017-06-06,25.5,1240.0,,,14.0,,15.5,753.0,15.5,740.0,,,,,,,23.0,1108.0,25.5,1110.0,16.0,800.0,,,16.5,810.0,16.0,770.0,,,150.0,,,
2017-06-07,24.0,1226.0,,,11.0,379.0,15.5,748.0,15.5,750.0,,,24.5,1250.0,,,22.5,1109.0,24.5,1095.0,16.0,800.0,16.0,780.0,16.5,804.0,16.0,785.0,,,150.0,,3.5,100.0
2017-06-08,23.5,1213.0,,,10.5,212.0,15.5,748.0,15.0,743.0,,,24.5,1250.0,,,22.5,1106.0,24.5,1095.0,16.0,800.0,16.0,780.0,16.5,800.0,16.0,785.0,,,150.0,,3.5,100.0
2017-06-09,,,,,10.0,90.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,800.0,,,,,,
2017-06-10,,,,,10.0,90.0,,,15.0,750.0,,,,,,,22.0,1100.0,,,,,,,,,16.0,800.0,,,,,,
2017-06-11,25.5,1240.0,,,12.0,90.0,15.5,753.0,15.0,743.0,,,,,,,22.5,1106.0,25.5,1110.0,16.0,800.0,,,16.5,810.0,16.0,785.0,,,150.0,,,
2017-06-12,26.0,1256.0,,,10.5,175.0,15.5,738.0,15.0,743.0,,,,,,,22.5,1104.0,24.5,1095.0,16.0,800.0,16.5,765.0,16.5,797.0,16.0,785.0,,,150.0,,,
2017-06-13,25.5,1240.0,,,14.0,,15.5,748.0,15.0,743.0,,,,,,,22.5,1105.0,24.5,1095.0,16.0,800.0,15.5,780.0,16.5,795.0,16.0,785.0,,,150.0,,,
2017-06-14,25.5,1244.0,9.0,380.0,11.5,447.0,16.0,745.0,15.0,748.0,,,,,,,22.5,1098.0,24.5,1095.0,16.0,780.0,15.5,780.0,16.5,800.0,16.0,793.0,156.0,10000.0,175.0,20000.0,,
2017-06-15,25.5,1243.0,9.0,380.0,11.0,395.0,16.0,745.0,15.0,745.0,,,,,,,22.5,1096.0,24.5,1095.0,16.0,780.0,15.5,780.0,16.5,797.0,16.0,793.0,156.0,10000.0,175.0,20000.0,,
2017-06-16,25.5,1230.0,,,10.0,90.0,15.5,730.0,15.0,750.0,,,,,,,22.5,1100.0,22.5,1080.0,,,15.5,780.0,15.5,780.0,16.0,800.0,,,,,,
2017-06-17,25.5,1230.0,,,10.0,90.0,15.5,730.0,15.0,750.0,,,,,,,22.5,1100.0,22.5,1080.0,,,15.5,780.0,15.5,780.0,16.0,800.0,,,,,,
2017-06-18,25.5,1243.0,9.0,380.0,11.0,395.0,16.0,745.0,15.0,745.0,,,,,,,22.5,1096.0,24.5,1095.0,16.0,780.0,15.5,780.0,16.5,797.0,16.0,793.0,156.0,10000.0,175.0,20000.0,,
2017-06-19,25.5,1244.0,9.0,380.0,11.5,447.0,16.0,745.0,15.0,746.0,,,,,,,22.5,1098.0,24.5,1095.0,16.0,780.0,15.5,780.0,16.5,800.0,16.0,793.0,156.0,10000.0,175.0,20000.0,,
2017-06-20,25.5,1244.0,9.0,380.0,11.5,447.0,16.0,745.0,15.0,746.0,,,,,,,22.5,1098.0,24.5,1095.0,16.0,780.0,16.5,780.0,16.5,800.0,16.0,793.0,156.0,10000.0,175.0,20000.0,,
2017-06-21,25.5,1245.0,9.0,380.0,11.5,447.0,15.5,737.0,33.0,746.0,,,,,,,22.5,1098.0,24.5,1095.0,16.0,772.0,16.0,780.0,16.5,800.0,16.0,793.0,156.0,10000.0,158.5,20000.0,,
2017-06-22,25.5,1244.0,9.0,380.0,11.5,447.0,16.0,745.0,15.0,746.0,,,,,,,22.5,1098.0,24.5,1095.0,16.0,780.0,16.0,780.0,16.5,800.0,16.0,793.0,156.0,10000.0,175.0,20000.0,,
2017-06-23,25.5,1230.0,,,,,15.5,730.0,,,,,,,,,22.5,1100.0,22.5,1080.0,,,16.0,780.0,16.0,780.0,,,,,,,,
2017-06-24,25.5,1230.0,,,10.0,90.0,15.5,730.0,15.0,750.0,,,,,,,22.5,1100.0,22.5,1080.0,,,16.0,780.0,16.0,780.0,16.0,800.0,,,,,,
2017-06-25,25.5,1230.0,,,,,15.5,730.0,,,,,,,,,22.5,1100.0,22.5,1080.0,,,16.0,780.0,16.0,780.0,,,,,,,,
2017-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-28,25.5,1245.0,7.0,258.0,11.5,447.0,15.5,737.0,30.0,738.0,,,,,,,22.5,1098.0,24.5,1095.0,16.0,772.0,16.0,780.0,16.5,800.0,16.0,793.0,137.0,7525.0,158.5,20000.0,,
2017-06-29,25.5,1245.0,7.0,258.0,11.5,447.0,16.0,745.0,15.0,738.0,,,,,,,22.5,1098.0,24.5,1095.0,16.0,780.0,16.0,780.0,16.5,800.0,16.0,793.0,127.0,6200.0,175.0,20000.0,,
2017-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-02,25.5,1245.0,7.0,258.0,11.5,447.0,16.0,745.0,15.0,738.0,,,,,,,22.5,1098.0,24.5,1095.0,16.0,780.0,16.0,780.0,16.5,800.0,16.0,793.0,137.0,7525.0,175.0,20000.0,,
2017-07-03,25.5,1245.0,7.0,258.0,11.5,447.0,16.0,745.0,15.0,738.0,,,,,,,22.5,1098.0,24.5,1095.0,16.0,780.0,16.0,780.0,16.5,800.0,16.0,793.0,137.0,7525.0,175.0,20000.0,,
2017-07-04,25.5,1245.0,7.0,258.0,11.5,447.0,16.0,745.0,15.0,738.0,,,,,,,22.5,1098.0,24.5,1095.0,16.0,787.0,16.0,780.0,16.5,800.0,16.0,793.0,137.0,7525.0,175.0,20000.0,,
2017-07-05,25.5,1245.0,9.0,380.0,11.5,473.0,16.0,745.0,15.5,747.0,,,,,,,22.5,1098.0,24.5,1095.0,16.0,787.0,16.0,780.0,16.5,802.0,16.0,793.0,156.0,10000.0,175.0,20000.0,,
2017-07-06,25.5,1245.0,7.0,258.0,11.5,473.0,16.0,745.0,15.0,740.0,,,,,,,22.5,1098.0,24.5,1095.0,16.0,787.0,16.0,780.0,16.5,802.0,16.0,793.0,137.0,7525.0,175.0,20000.0,,
2017-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-09,25.5,1245.0,7.0,258.0,11.5,473.0,16.0,745.0,15.0,740.0,,,,,,,22.5,1098.0,24.5,1095.0,16.0,787.0,16.0,780.0,16.5,802.0,16.0,793.0,137.0,7525.0,175.0,20000.0,,
2017-07-10,25.5,1245.0,7.0,258.0,11.5,473.0,16.0,745.0,15.0,740.0,,,,,,,22.5,1098.0,24.5,1095.0,16.0,787.0,16.0,780.0,16.5,802.0,16.0,793.0,137.0,7525.0,175.0,20000.0,,
2017-07-11,25.5,1245.0,7.0,258.0,11.5,473.0,16.0,745.0,15.0,740.0,,,,,,,22.5,1098.0,24.5,1095.0,16.0,787.0,16.0,780.0,16.5,802.0,16.0,793.0,137.0,7525.0,175.0,20000.0,,
2017-07-12,25.5,1246.0,7.0,258.0,11.5,473.0,15.5,737.0,28.5,740.0,,,,,,,22.5,1098.0,24.5,1095.0,16.0,779.0,16.0,780.0,16.5,802.0,16.0,793.0,137.0,7525.0,158.5,20000.0,,
2017-07-13,25.5,1248.0,7.0,258.0,11.5,473.0,15.5,742.0,15.0,740.0,,,,,,,22.5,1098.0,22.5,1080.0,16.0,787.0,16.0,780.0,16.5,800.0,16.0,793.0,137.0,7525.0,175.0,20000.0,,
2017-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-16,25.5,1248.0,7.0,258.0,11.5,473.0,15.5,742.0,15.0,740.0,,,,,,,22.5,1098.0,22.5,1080.0,16.0,787.0,16.0,780.0,16.5,800.0,16.0,793.0,137.0,7525.0,175.0,20000.0,,
2017-07-17,25.5,1245.0,7.0,258.0,11.5,473.0,16.0,745.0,15.0,740.0,,,,,,,22.5,1098.0,22.5,1095.0,16.0,787.0,16.0,780.0,16.5,802.0,16.0,793.0,137.0,7525.0,175.0,20000.0,,
2017-07-18,25.5,1246.0,7.0,258.0,11.0,473.0,15.5,746.0,15.0,740.0,,,,,,,22.5,1099.0,22.5,1095.0,16.0,787.0,16.0,780.0,16.5,799.0,16.0,793.0,137.0,7525.0,175.5,20000.0,,
2017-07-19,25.5,1245.0,7.0,258.0,11.0,473.0,16.5,745.0,15.0,740.0,,,,,,,22.5,1099.0,22.5,1095.0,16.0,780.0,16.0,780.0,16.5,799.0,16.0,793.0,137.0,7525.0,175.5,20000.0,,
2017-07-20,25.5,1244.0,7.0,258.0,11.5,397.0,15.5,749.0,15.0,740.0,,,,,,,22.5,1100.0,22.5,1095.0,16.0,800.0,16.0,780.0,16.5,799.0,16.0,793.0,137.0,7525.0,163.5,,,
2017-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-23,25.5,1246.0,7.0,258.0,11.0,473.0,15.5,741.0,15.0,740.0,,,,,,,22.5,1114.0,22.5,1095.0,16.0,783.0,16.0,780.0,16.5,799.0,16.0,793.0,137.0,7525.0,175.5,20000.0,,
2017-07-24,25.5,1246.0,7.0,258.0,11.0,473.0,15.5,741.0,15.0,740.0,,,,,,,22.5,1114.0,22.5,1095.0,16.0,783.0,16.0,780.0,16.5,799.0,16.0,793.0,137.0,7525.0,175.5,20000.0,,
2017-07-25,25.5,1246.0,7.0,258.0,11.0,473.0,15.5,741.0,15.0,740.0,,,,,,,22.5,1114.0,22.5,1095.0,16.0,783.0,16.0,780.0,16.5,799.0,16.0,793.0,137.0,7525.0,175.5,20000.0,,
2017-07-26,25.5,1246.0,7.0,258.0,11.0,473.0,15.5,735.0,28.5,740.0,,,,,,,22.5,1113.0,22.5,1095.0,16.0,777.0,16.0,780.0,16.5,799.0,16.0,793.0,137.0,7525.0,163.0,20000.0,,
2017-07-27,25.5,1246.0,7.0,258.0,11.0,473.0,15.5,741.0,15.0,740.0,,,,,,,22.5,1114.0,22.5,1095.0,16.0,783.0,16.0,780.0,16.5,799.0,16.0,793.0,137.0,7525.0,175.5,20000.0,,
2017-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-30,25.5,1245.0,7.0,258.0,10.5,473.0,15.5,739.0,15.0,740.0,,,,,,,22.5,1115.0,22.5,1095.0,16.0,777.0,16.0,780.0,16.5,799.0,16.0,793.0,137.0,7525.0,188.5,20000.0,,
2017-07-31,25.5,1245.0,7.0,258.0,10.5,473.0,15.5,739.0,15.0,740.0,,,,,,,22.5,1115.0,22.5,1095.0,16.0,777.0,16.0,780.0,16.5,799.0,16.0,793.0,137.0,7525.0,188.5,20000.0,,
2017-08-01,25.5,1245.0,7.0,258.0,10.5,473.0,15.5,739.0,15.0,740.0,,,,,,,22.5,1115.0,22.5,1095.0,16.0,777.0,16.0,780.0,16.5,799.0,16.0,793.0,137.0,7525.0,188.5,20000.0,,
2017-08-02,25.5,1244.0,7.0,258.0,10.5,473.0,16.5,738.0,15.5,747.0,,,,,,,23.5,1118.0,22.5,1095.0,16.5,772.0,16.0,780.0,16.5,799.0,16.0,793.0,137.0,7525.0,188.5,20000.0,,
2017-08-03,25.5,1246.0,7.0,258.0,10.5,600.0,16.5,738.0,15.5,746.0,,,,,,,23.5,1122.0,23.5,1110.0,16.5,772.0,16.0,780.0,16.5,799.0,16.5,797.0,137.0,7525.0,188.5,20000.0,,
2017-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-06,25.5,1246.0,7.0,258.0,10.5,600.0,16.5,738.0,15.5,748.0,,,,,,,23.5,1122.0,23.5,1110.0,16.5,772.0,,,16.5,802.0,16.5,797.0,137.0,7525.0,188.5,20000.0,,
2017-08-07,25.5,1246.0,7.0,258.0,10.5,600.0,16.5,738.0,15.5,748.0,,,,,,,23.5,1122.0,23.5,1110.0,16.5,772.0,,,16.5,802.0,16.5,797.0,137.0,7525.0,188.5,20000.0,,
2017-08-08,25.5,1246.0,7.0,258.0,10.5,600.0,16.5,738.0,15.5,748.0,,,,,,,23.5,1122.0,23.5,1110.0,16.5,772.0,,,16.5,802.0,16.5,797.0,137.0,7525.0,188.5,20000.0,,
2017-08-09,25.5,1245.0,7.0,258.0,11.0,550.0,15.5,739.0,15.5,750.0,,,,,,,23.5,1129.0,23.5,1110.0,16.5,772.0,,,16.5,802.0,16.5,797.0,137.0,7525.0,177.0,,,
2017-08-10,25.5,1245.0,7.0,258.0,11.0,550.0,15.5,739.0,15.5,750.0,,,,,,,23.5,1129.0,23.5,1110.0,16.5,772.0,,,16.5,802.0,16.5,797.0,137.0,7525.0,177.0,,,
2017-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-13,25.5,1252.0,7.0,258.0,11.0,550.0,15.5,734.0,15.5,753.0,,,,,,,23.5,1133.0,22.5,1080.0,16.5,772.0,,,16.5,800.0,16.5,810.0,137.0,7525.0,177.0,,,
2017-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-16,25.5,1252.0,,,,,15.5,710.0,68.5,760.0,,,,,,,22.5,1107.0,22.5,1080.0,14.5,755.0,,,,,16.5,820.0,,,125.5,,,
2017-08-17,25.5,1250.0,,,,,15.5,730.0,15.5,755.0,,,,,,,22.5,1107.0,22.5,1080.0,,,,,,,16.5,795.0,,,,,,
2017-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
